,date,team,against,home,goalie,dec,SA,SV,TOI
368,2017-01-16,BOS,NYI,h,Tuukka Rask,L,15,12,40:00
369,2017-01-16,NYI,BOS,@,Thomas Greiss,W,32,32,60:00
370,2017-01-20,BOS,CHI,h,Tuukka Rask,L,22,21,59:17
371,2017-01-20,CHI,BOS,@,Scott Darling,W,30,30,59:57
372,2017-01-24,BOS,DET,h,Tuukka Rask,W,26,23,64:13
373,2017-01-24,DET,BOS,@,Jared Coreau,O,49,45,64:13
374,2017-01-26,BOS,PIT,h,Tuukka Rask,W,22,19,60:00
375,2017-01-26,PIT,BOS,@,Matt Murray,L,37,33,58:42
376,2017-02-04,BOS,TOR,h,Tuukka Rask,,14,10,30:15
377,2017-02-04,TOR,BOS,@,Frederik Andersen,W,41,36,60:00
378,2017-02-09,BOS,SJS,h,Tuukka Rask,W,26,23,59:52
379,2017-02-09,SJS,BOS,@,Aaron Dell,L,20,18,38:07
380,2017-02-11,BOS,VAN,h,Anton Khudobin,W,32,29,59:50
381,2017-02-11,VAN,BOS,@,Ryan Miller,L,30,26,58:47
382,2017-02-12,BOS,MTL,h,Tuukka Rask,W,25,25,60:00
383,2017-02-12,MTL,BOS,@,Carey Price,L,36,32,60:00
384,2017-02-28,BOS,ARI,h,Tuukka Rask,W,23,22,60:00
385,2017-02-28,ARI,BOS,@,Mike Smith,L,14,10,40:00
386,2017-03-02,BOS,NYR,h,Tuukka Rask,L,21,19,59:33
387,2017-03-02,NYR,BOS,@,Henrik Lundqvist,W,33,32,60:00
388,2017-03-04,BOS,NJD,h,Anton Khudobin,W,17,15,59:11
389,2017-03-04,NJD,BOS,@,Cory Schneider,L,40,37,58:33
390,2017-03-08,BOS,DET,h,Tuukka Rask,W,27,26,60:00
391,2017-03-08,DET,BOS,@,Petr Mrazek,,21,18,46:28
392,2017-03-11,BOS,PHI,h,Tuukka Rask,W,27,26,60:00
393,2017-03-11,PHI,BOS,@,Steve Mason,L,27,25,59:54
394,2017-03-21,BOS,OTT,h,Tuukka Rask,L,22,19,58:27
395,2017-03-21,OTT,BOS,@,Craig Anderson,W,36,34,60:00
396,2017-03-23,BOS,TBL,h,Tuukka Rask,L,28,23,58:58
397,2017-03-23,TBL,BOS,@,Peter Budaj,W,31,28,60:00
398,2017-03-28,BOS,NSH,h,Tuukka Rask,W,25,24,60:00
399,2017-03-28,NSH,BOS,@,Pekka Rinne,L,30,27,59:10
400,2017-03-30,BOS,DAL,h,Tuukka Rask,W,27,27,60:00
401,2017-03-30,DAL,BOS,@,Antti Niemi,L,24,22,58:20
402,2017-04-01,BOS,FLA,h,Tuukka Rask,W,26,24,60:00
403,2017-04-01,FLA,BOS,@,Reto Berra,L,28,24,59:03
404,2017-04-04,BOS,TBL,h,Tuukka Rask,W,28,28,60:00
405,2017-04-04,TBL,BOS,@,Andrei Vasilevskiy,L,37,34,58:36
406,2017-04-06,BOS,OTT,h,Tuukka Rask,O,26,25,64:55
407,2017-04-06,OTT,BOS,@,Craig Anderson,W,29,28,64:55
408,2017-04-08,BOS,WSH,h,Anton Khudobin,L,24,21,40:00
409,2017-04-08,WSH,BOS,@,Philipp Grubauer,W,22,21,60:00
410,2016-10-13,BUF,MTL,h,Robin Lehner,L,24,20,57:56
411,2016-10-13,MTL,BUF,@,Al Montoya,W,31,30,60:00
412,2016-10-27,BUF,MIN,h,Anders Nilsson,L,21,18,59:30
413,2016-10-27,MIN,BUF,@,Devan Dubnyk,W,38,38,60:00
414,2016-10-29,BUF,FLA,h,Anders Nilsson,W,33,33,59:58
415,2016-10-29,FLA,BUF,@,Roberto Luongo,L,25,22,59:44
416,2016-11-03,BUF,TOR,h,Robin Lehner,L,29,27,58:32
417,2016-11-03,TOR,BUF,@,Frederik Andersen,W,43,42,60:00
418,2016-11-09,BUF,OTT,h,Robin Lehner,O,29,28,65:00
419,2016-11-09,OTT,BUF,@,Mike Condon,W,32,31,64:51
420,2016-11-11,BUF,NJD,h,Anders Nilsson,O,43,41,60:29
421,2016-11-11,NJD,BUF,@,Keith Kinkaid,W,26,25,60:29
422,2016-11-17,BUF,TBL,h,Robin Lehner,L,38,34,59:49
423,2016-11-17,TBL,BUF,@,Ben Bishop,W,33,32,60:00
424,2016-11-19,BUF,PIT,h,Anders Nilsson,W,47,46,65:00
425,2016-11-19,PIT,BUF,@,Marc-Andre Fleury,O,33,32,65:00
426,2016-11-21,BUF,CGY,h,Robin Lehner,W,31,29,59:51
427,2016-11-21,CGY,BUF,@,Brian Elliott,L,32,28,58:24
428,2016-11-23,BUF,DET,h,Robin Lehner,O,24,23,65:00
429,2016-11-23,DET,BUF,@,Jimmy Howard,W,33,32,65:00
430,2016-12-01,BUF,NYR,h,Anders Nilsson,W,25,22,60:00
431,2016-12-01,NYR,BUF,@,Henrik Lundqvist,L,34,30,59:11
432,2016-12-03,BUF,BOS,h,Robin Lehner,L,33,31,58:52
433,2016-12-03,BOS,BUF,@,Tuukka Rask,W,36,35,60:00
434,2016-12-06,BUF,EDM,h,Anders Nilsson,W,37,34,60:03
435,2016-12-06,EDM,BUF,@,Cam Talbot,O,26,22,60:28
436,2016-12-09,BUF,WSH,h,Robin Lehner,L,28,25,58:48
437,2016-12-09,WSH,BUF,@,Philipp Grubauer,W,28,27,60:00
438,2016-12-13,BUF,LAK,h,Robin Lehner,W,33,30,60:00
439,2016-12-13,LAK,BUF,@,Peter Budaj,,22,18,52:53
440,2016-12-16,BUF,NYI,h,Robin Lehner,W,35,33,60:34
441,2016-12-16,NYI,BUF,@,Jean-Francois Berube,O,37,34,60:42
442,2016-12-22,BUF,CAR,h,Robin Lehner,L,33,31,58:52
443,2016-12-22,CAR,BUF,@,Cam Ward,W,23,22,59:43
444,2016-12-29,BUF,BOS,h,Robin Lehner,L,37,34,59:22
445,2016-12-29,BOS,BUF,@,Tuukka Rask,W,33,31,59:34
446,2017-01-07,BUF,WPG,h,Robin Lehner,W,35,32,60:00
447,2017-01-07,WPG,BUF,@,Connor Hellebuyck,L,36,32,58:34
448,2017-01-10,BUF,PHI,h,Anders Nilsson,W,40,39,60:00
449,2017-01-10,PHI,BUF,@,Steve Mason,L,26,23,56:42
450,2017-01-16,BUF,DAL,h,Robin Lehner,W,32,31,60:00
451,2017-01-16,DAL,BUF,@,Kari Lehtonen,L,28,25,56:58
452,2017-01-20,BUF,DET,h,Anders Nilsson,W,34,32,64:34
453,2017-01-20,DET,BUF,@,Petr Mrazek,O,37,34,64:22
454,2017-02-02,BUF,NYR,h,Robin Lehner,O,44,42,63:56
455,2017-02-02,NYR,BUF,@,Henrik Lundqvist,W,37,36,63:39
456,2017-02-04,BUF,OTT,h,Robin Lehner,W,37,37,60:00
457,2017-02-04,OTT,BUF,@,Mike Condon,L,25,21,50:01
458,2017-02-07,BUF,SJS,h,Anders Nilsson,W,40,36,61:05
459,2017-02-07,SJS,BUF,@,Martin Jones,O,36,31,61:05
460,2017-02-09,BUF,ANA,h,Robin Lehner,L,43,39,59:35
461,2017-02-09,ANA,BUF,@,John Gibson,W,24,22,53:58
462,2017-02-12,BUF,VAN,h,Robin Lehner,L,31,27,57:51
463,2017-02-12,VAN,BUF,@,Jacob Markstrom,W,28,26,60:00
464,2017-02-16,BUF,COL,h,Robin Lehner,W,23,23,60:00
465,2017-02-16,COL,BUF,@,Calvin Pickard,L,32,30,58:07
466,2017-02-18,BUF,STL,h,Robin Lehner,W,39,37,60:00
467,2017-02-18,STL,BUF,@,Jake Allen,L,28,25,58:30
468,2017-02-19,BUF,CHI,h,Robin Lehner,L,37,32,59:58
469,2017-02-19,CHI,BUF,@,Scott Darling,W,26,25,59:14
470,2017-02-28,BUF,NSH,h,Robin Lehner,O,41,36,62:45
471,2017-02-28,NSH,BUF,@,Pekka Rinne,W,32,28,62:45
472,2017-03-02,BUF,ARI,h,Robin Lehner,W,22,19,60:00
473,2017-03-02,ARI,BUF,@,Mike Smith,L,39,35,58:52
474,2017-03-04,BUF,TBL,h,Robin Lehner,O,32,31,64:59
475,2017-03-04,TBL,BUF,@,Andrei Vasilevskiy,W,32,31,65:00
476,2017-03-07,BUF,PHI,h,Robin Lehner,L,30,24,59:38
477,2017-03-07,PHI,BUF,@,Steve Mason,W,34,31,60:00
478,2017-03-11,BUF,CBJ,h,Robin Lehner,W,24,24,39:30
479,2017-03-11,CBJ,BUF,@,Joonas Korpisalo,L,30,26,59:05
480,2017-03-21,BUF,PIT,h,Robin Lehner,L,34,31,59:28
481,2017-03-21,PIT,BUF,@,Matt Murray,W,30,29,60:00
482,2017-03-25,BUF,TOR,h,Robin Lehner,W,34,32,60:00
483,2017-03-25,TOR,BUF,@,Curtis McElhinney,L,22,19,40:00
484,2017-03-27,BUF,FLA,h,Robin Lehner,W,32,30,60:00
485,2017-03-27,FLA,BUF,@,James Reimer,L,22,18,35:08
486,2017-04-02,BUF,NYI,h,Robin Lehner,L,26,22,58:21
487,2017-04-02,NYI,BUF,@,Jaroslav Halak,W,37,35,60:00
488,2017-04-03,BUF,TOR,h,Anders Nilsson,,40,39,54:00
489,2017-04-03,TOR,BUF,@,Frederik Andersen,W,22,20,60:00
490,2017-04-05,BUF,MTL,h,Robin Lehner,W,32,31,60:00
491,2017-04-05,MTL,BUF,@,Carey Price,L,30,28,58:48
492,2016-10-14,CGY,EDM,h,Brian Elliott,L,28,24,59:02
493,2016-10-14,EDM,CGY,@,Cam Talbot,W,35,32,60:00
494,2016-10-18,CGY,BUF,h,Chad Johnson,W,21,18,62:22
495,2016-10-18,BUF,CGY,@,Robin Lehner,O,34,30,62:08
496,2016-10-20,CGY,CAR,h,Brian Elliott,L,32,28,59:29
497,2016-10-20,CAR,CGY,@,Eddie Lack,W,26,24,59:54
498,2016-10-22,CGY,STL,h,Chad Johnson,L,39,34,59:23
499,2016-10-22,STL,CGY,@,Jake Allen,W,27,23,60:00
500,2016-10-28,CGY,OTT,h,Brian Elliott,W,33,31,59:07
501,2016-10-28,OTT,CGY,@,Chris Driedger,L,15,11,40:00
502,2016-10-30,CGY,WSH,h,Brian Elliott,L,28,26,59:09
503,2016-10-30,WSH,CGY,@,Braden Holtby,W,22,21,60:00
504,2016-11-10,CGY,DAL,h,Brian Elliott,L,21,18,59:19
505,2016-11-10,DAL,CGY,@,Kari Lehtonen,W,31,29,59:51
506,2016-11-12,CGY,NYR,h,Brian Elliott,L,28,24,60:00
507,2016-11-12,NYR,CGY,@,Henrik Lundqvist,W,36,35,60:00
508,2016-11-16,CGY,ARI,h,Chad Johnson,W,21,20,60:46
509,2016-11-16,ARI,CGY,@,Mike Smith,O,24,22,60:49
510,2016-11-18,CGY,CHI,h,Chad Johnson,L,24,21,58:54
511,2016-11-18,CHI,CGY,@,Corey Crawford,W,30,28,60:00
512,2016-11-30,CGY,TOR,h,Chad Johnson,W,39,39,60:00
513,2016-11-30,TOR,CGY,@,Jhonas Enroth,L,29,26,60:00
514,2016-12-02,CGY,MIN,h,Chad Johnson,W,25,23,64:37
515,2016-12-02,MIN,CGY,@,Devan Dubnyk,O,31,29,65:00
516,2016-12-04,CGY,ANA,h,Chad Johnson,W,33,30,60:00
517,2016-12-04,ANA,CGY,@,Jonathan Bernier,L,25,17,59:58
518,2016-12-10,CGY,WPG,h,Chad Johnson,W,28,26,60:00
519,2016-12-10,WPG,CGY,@,Michael Hutchinson,L,29,25,40:00
520,2016-12-14,CGY,TBL,h,Chad Johnson,L,21,17,39:57
521,2016-12-14,TBL,CGY,@,Ben Bishop,W,22,19,59:57
522,2016-12-16,CGY,CBJ,h,Chad Johnson,L,29,25,60:00
523,2016-12-16,CBJ,CGY,@,Sergei Bobrovsky,W,23,22,60:00
524,2016-12-23,CGY,VAN,h,Brian Elliott,W,14,13,60:00
525,2016-12-23,VAN,CGY,@,Jacob Markstrom,L,36,33,58:29
526,2016-12-29,CGY,ANA,h,Chad Johnson,L,25,22,58:35
527,2016-12-29,ANA,CGY,@,John Gibson,W,32,31,60:00
528,2016-12-31,CGY,ARI,h,Brian Elliott,W,29,27,60:00
529,2016-12-31,ARI,CGY,@,Louis Domingue,L,24,20,58:22
530,2017-01-04,CGY,COL,h,Brian Elliott,W,18,17,60:00
531,2017-01-04,COL,CGY,@,Calvin Pickard,L,37,33,60:00
532,2017-01-07,CGY,VAN,h,Chad Johnson,W,29,28,59:37
533,2017-01-07,VAN,CGY,@,Jacob Markstrom,L,31,28,58:17
534,2017-01-11,CGY,SJS,h,Chad Johnson,W,27,25,60:00
535,2017-01-11,SJS,CGY,@,Aaron Dell,L,28,25,59:05
536,2017-01-13,CGY,NJD,h,Chad Johnson,L,36,34,58:34
537,2017-01-13,NJD,CGY,@,Keith Kinkaid,W,32,31,60:00
538,2017-01-17,CGY,FLA,h,Chad Johnson,W,22,20,60:00
539,2017-01-17,FLA,CGY,@,Roberto Luongo,L,28,24,58:50
540,2017-01-19,CGY,NSH,h,Chad Johnson,L,21,17,56:34
541,2017-01-19,NSH,CGY,@,Juuse Saros,W,35,32,59:58
542,2017-01-21,CGY,EDM,h,Brian Elliott,L,26,23,51:12
543,2017-01-21,EDM,CGY,@,Laurent Brossoit,W,41,38,59:59
544,2017-02-01,CGY,MIN,h,Brian Elliott,W,29,28,59:49
545,2017-02-01,MIN,CGY,@,Devan Dubnyk,L,36,31,60:00
546,2017-02-13,CGY,ARI,h,Chad Johnson,L,23,19,40:00
547,2017-02-13,ARI,CGY,@,Mike Smith,W,36,36,60:00
548,2017-02-15,CGY,PHI,h,Brian Elliott,W,34,33,60:00
549,2017-02-15,PHI,CGY,@,Michal Neuvirth,L,22,20,58:58
550,2017-02-28,CGY,LAK,h,Brian Elliott,W,29,28,61:47
551,2017-02-28,LAK,CGY,@,Ben Bishop,O,30,28,61:47
552,2017-03-03,CGY,DET,h,Brian Elliott,W,37,35,63:36
553,2017-03-03,DET,CGY,@,Petr Mrazek,O,31,28,61:52
554,2017-03-05,CGY,NYI,h,Brian Elliott,W,35,33,59:52
555,2017-03-05,NYI,CGY,@,Jean-Francois Berube,,16,15,37:18
556,2017-03-09,CGY,MTL,h,Brian Elliott,W,24,24,60:00
557,2017-03-09,MTL,CGY,@,Al Montoya,L,38,33,59:37
558,2017-03-13,CGY,PIT,h,Brian Elliott,W,35,32,65:00
559,2017-03-13,PIT,CGY,@,Marc-Andre Fleury,O,30,27,64:29
560,2017-03-15,CGY,BOS,h,Chad Johnson,L,31,27,57:23
561,2017-03-15,BOS,CGY,@,Anton Khudobin,W,23,21,60:00
562,2017-03-17,CGY,DAL,h,Brian Elliott,W,25,24,60:00
563,2017-03-17,DAL,CGY,@,Kari Lehtonen,L,24,21,58:40
564,2017-03-19,CGY,LAK,h,Brian Elliott,W,21,19,60:00
565,2017-03-19,LAK,CGY,@,Ben Bishop,L,16,14,46:05
566,2017-03-27,CGY,COL,h,Brian Elliott,W,26,24,59:58
567,2017-03-27,COL,CGY,@,Calvin Pickard,L,26,23,58:23
568,2017-03-29,CGY,LAK,h,Brian Elliott,L,33,29,60:00
569,2017-03-29,LAK,CGY,@,Ben Bishop,W,26,25,59:58
570,2017-03-31,CGY,SJS,h,Brian Elliott,W,38,36,60:00
571,2017-03-31,SJS,CGY,@,Martin Jones,L,22,18,40:00
572,2017-04-02,CGY,ANA,h,Brian Elliott,L,34,30,59:00
573,2017-04-02,ANA,CGY,@,Jonathan Bernier,W,21,18,59:48
574,2016-10-28,CAR,NYR,h,Cam Ward,W,30,28,60:00
575,2016-10-28,NYR,CAR,@,Henrik Lundqvist,L,21,18,59:14
576,2016-10-30,CAR,PHI,h,Cam Ward,L,28,24,58:18
577,2016-10-30,PHI,CAR,@,Michal Neuvirth,W,29,26,60:00
578,2016-11-06,CAR,NJD,h,Eddie Lack,L,20,17,56:49
579,2016-11-06,NJD,CAR,@,Keith Kinkaid,W,34,33,59:50
580,2016-11-10,CAR,ANA,h,Cam Ward,L,26,23,58:05
581,2016-11-10,ANA,CAR,@,Jonathan Bernier,W,30,28,60:00
582,2016-11-12,CAR,WSH,h,Cam Ward,W,21,20,60:00
583,2016-11-12,WSH,CAR,@,Philipp Grubauer,L,37,33,59:33
584,2016-11-15,CAR,SJS,h,Cam Ward,W,22,22,59:47
585,2016-11-15,SJS,CAR,@,Aaron Dell,L,33,32,58:08
586,2016-11-18,CAR,MTL,h,Cam Ward,W,33,31,60:00
587,2016-11-18,MTL,CAR,@,Al Montoya,L,18,15,59:09
588,2016-11-20,CAR,WPG,h,Cam Ward,W,29,28,59:23
589,2016-11-20,WPG,CAR,@,Connor Hellebuyck,L,40,37,58:40
590,2016-11-27,CAR,FLA,h,Michael Leighton,W,33,31,60:00
591,2016-11-27,FLA,CAR,@,James Reimer,L,27,24,58:41
592,2016-12-04,CAR,TBL,h,Cam Ward,W,30,30,61:26
593,2016-12-04,TBL,CAR,@,Ben Bishop,O,30,29,60:48
594,2016-12-13,CAR,VAN,h,Michael Leighton,W,16,13,34:36
595,2016-12-13,VAN,CAR,@,Ryan Miller,,30,24,45:56
596,2016-12-16,CAR,WSH,h,Cam Ward,O,26,23,64:58
597,2016-12-16,WSH,CAR,@,Philipp Grubauer,W,30,27,65:00
598,2016-12-17,CAR,BUF,h,Cam Ward,W,24,23,65:00
599,2016-12-17,BUF,CAR,@,Anders Nilsson,O,22,21,65:00
600,2016-12-23,CAR,BOS,h,Cam Ward,W,33,31,62:58
601,2016-12-23,BOS,CAR,@,Anton Khudobin,O,23,20,63:01
602,2016-12-30,CAR,CHI,h,Cam Ward,W,29,27,60:00
603,2016-12-30,CHI,CAR,@,Scott Darling,L,28,25,58:08
604,2017-01-03,CAR,NJD,h,Cam Ward,L,17,15,57:34
605,2017-01-03,NJD,CAR,@,Cory Schneider,W,30,29,59:48
606,2017-01-08,CAR,BOS,h,Cam Ward,W,35,32,61:34
607,2017-01-08,BOS,CAR,@,Zane McIntyre,O,30,26,61:34
608,2017-01-10,CAR,CBJ,h,Cam Ward,W,27,24,59:43
609,2017-01-10,CBJ,CAR,@,Anton Forsberg,L,27,23,58:35
610,2017-01-13,CAR,BUF,h,Cam Ward,W,38,36,60:00
611,2017-01-13,BUF,CAR,@,Anders Nilsson,L,38,33,60:00
612,2017-01-14,CAR,NYI,h,Cam Ward,W,32,28,60:00
613,2017-01-14,NYI,CAR,@,Thomas Greiss,L,43,36,53:53
614,2017-01-20,CAR,PIT,h,Cam Ward,L,41,34,60:00
615,2017-01-20,PIT,CAR,@,Matt Murray,W,28,27,59:59
616,2017-01-26,CAR,LAK,h,Cam Ward,L,28,26,59:22
617,2017-01-26,LAK,CAR,@,Peter Budaj,W,22,22,59:59
618,2017-01-31,CAR,PHI,h,Cam Ward,W,16,15,59:46
619,2017-01-31,PHI,CAR,@,Steve Mason,L,28,23,59:57
620,2017-02-03,CAR,EDM,h,Cam Ward,W,25,24,60:00
621,2017-02-03,EDM,CAR,@,Cam Talbot,L,23,21,58:36
622,2017-02-17,CAR,COL,h,Cam Ward,O,37,35,64:23
623,2017-02-17,COL,CAR,@,Calvin Pickard,W,29,28,64:23
624,2017-02-19,CAR,TOR,h,Cam Ward,L,24,20,49:02
625,2017-02-19,TOR,CAR,@,Curtis McElhinney,W,37,37,60:00
626,2017-02-21,CAR,PIT,h,Cam Ward,L,22,19,58:35
627,2017-02-21,PIT,CAR,@,Matt Murray,W,30,29,60:00
628,2017-02-24,CAR,OTT,h,Eddie Lack,W,34,34,60:00
629,2017-02-24,OTT,CAR,@,Craig Anderson,L,44,41,59:56
630,2017-02-26,CAR,CGY,h,Eddie Lack,L,24,21,57:59
631,2017-02-26,CGY,CAR,@,Brian Elliott,W,35,34,60:00
632,2017-03-03,CAR,ARI,h,Cam Ward,L,21,18,58:28
633,2017-03-03,ARI,CAR,@,Louis Domingue,W,34,32,60:00
634,2017-03-09,CAR,NYR,h,Cam Ward,W,43,40,60:00
635,2017-03-09,NYR,CAR,@,Antti Raanta,L,30,26,58:39
636,2017-03-11,CAR,TOR,h,Cam Ward,O,26,23,62:13
637,2017-03-11,TOR,CAR,@,Frederik Andersen,W,38,36,62:13
638,2017-03-14,CAR,NYI,h,Cam Ward,O,34,31,60:34
639,2017-03-14,NYI,CAR,@,Thomas Greiss,W,32,30,60:34
640,2017-03-16,CAR,MIN,h,Eddie Lack,W,31,30,60:00
641,2017-03-16,MIN,CAR,@,Devan Dubnyk,L,23,21,58:24
642,2017-03-18,CAR,NSH,h,Eddie Lack,W,29,27,60:00
643,2017-03-18,NSH,CAR,@,Juuse Saros,L,36,33,57:49
644,2017-03-27,CAR,DET,h,Eddie Lack,O,27,23,60:48
645,2017-03-27,DET,CAR,@,Petr Mrazek,W,42,39,61:59
646,2017-03-28,CAR,DET,h,Cam Ward,W,22,21,60:00
647,2017-03-28,DET,CAR,@,Jimmy Howard,L,32,28,60:00
648,2017-03-30,CAR,CBJ,h,Cam Ward,W,24,23,62:16
649,2017-03-30,CBJ,CAR,@,Joonas Korpisalo,O,31,29,62:16
650,2017-04-01,CAR,DAL,h,Cam Ward,L,22,21,59:17
651,2017-04-01,DAL,CAR,@,Kari Lehtonen,W,25,25,60:00
652,2017-04-06,CAR,NYI,h,Eddie Lack,L,23,20,60:00
653,2017-04-06,NYI,CAR,@,Jaroslav Halak,W,29,29,59:56
654,2017-04-08,CAR,STL,h,Cam Ward,O,39,35,65:00
655,2017-04-08,STL,CAR,@,Carter Hutton,W,38,34,64:49
656,2016-10-12,CHI,STL,h,Corey Crawford,L,32,29,57:53
657,2016-10-12,STL,CHI,@,Jake Allen,W,19,17,60:00
658,2016-10-15,CHI,NSH,h,Scott Darling,W,36,33,60:00
659,2016-10-15,NSH,CHI,@,Marek Mazanec,L,27,22,58:26
660,2016-10-18,CHI,PHI,h,Corey Crawford,W,27,23,59:58
661,2016-10-18,PHI,CHI,@,Steve Mason,L,11,9,33:31
662,2016-10-22,CHI,TOR,h,Scott Darling,W,34,30,64:17
663,2016-10-22,TOR,CHI,@,Frederik Andersen,O,35,31,64:16
664,2016-10-24,CHI,CGY,h,Corey Crawford,O,31,29,65:00
665,2016-10-24,CGY,CHI,@,Brian Elliott,W,33,31,64:43
666,2016-10-30,CHI,LAK,h,Corey Crawford,W,32,32,60:00
667,2016-10-30,LAK,CHI,@,Peter Budaj,L,28,26,59:45
668,2016-11-01,CHI,CGY,h,Corey Crawford,W,34,33,60:00
669,2016-11-01,CGY,CHI,@,Brian Elliott,L,21,17,59:52
670,2016-11-03,CHI,COL,h,Corey Crawford,W,38,38,60:00
671,2016-11-03,COL,CHI,@,Semyon Varlamov,L,21,17,60:00
672,2016-11-06,CHI,DAL,h,Scott Darling,W,35,32,64:30
673,2016-11-06,DAL,CHI,@,Kari Lehtonen,O,33,29,64:07
674,2016-11-11,CHI,WSH,h,Corey Crawford,O,27,24,58:55
675,2016-11-11,WSH,CHI,@,Braden Holtby,W,34,32,62:20
676,2016-11-13,CHI,MTL,h,Corey Crawford,W,23,21,60:00
677,2016-11-13,MTL,CHI,@,Al Montoya,L,35,32,57:34
678,2016-11-29,CHI,FLA,h,Corey Crawford,W,39,38,65:00
679,2016-11-29,FLA,CHI,@,Roberto Luongo,O,33,32,65:00
680,2016-12-01,CHI,NJD,h,Corey Crawford,W,33,30,61:01
681,2016-12-01,NJD,CHI,@,Cory Schneider,O,33,29,61:31
682,2016-12-04,CHI,WPG,h,Scott Darling,L,32,30,58:17
683,2016-12-04,WPG,CHI,@,Connor Hellebuyck,W,26,25,60:00
684,2016-12-06,CHI,ARI,h,Scott Darling,W,22,22,60:00
685,2016-12-06,ARI,CHI,@,Mike Smith,L,27,23,60:00
686,2016-12-09,CHI,NYR,h,Scott Darling,O,37,36,60:55
687,2016-12-09,NYR,CHI,@,Antti Raanta,W,26,26,60:55
688,2016-12-11,CHI,DAL,h,Scott Darling,W,24,23,60:00
689,2016-12-11,DAL,CHI,@,Kari Lehtonen,L,27,24,58:30
690,2016-12-18,CHI,SJS,h,Scott Darling,W,34,33,60:00
691,2016-12-18,SJS,CHI,@,Martin Jones,L,25,22,59:33
692,2016-12-20,CHI,OTT,h,Scott Darling,L,30,26,57:02
693,2016-12-20,OTT,CHI,@,Mike Condon,W,26,23,59:54
694,2016-12-23,CHI,COL,h,Corey Crawford,O,34,32,59:30
695,2016-12-23,COL,CHI,@,Calvin Pickard,W,39,38,60:25
696,2016-12-27,CHI,WPG,h,Corey Crawford,L,34,31,57:00
697,2016-12-27,WPG,CHI,@,Connor Hellebuyck,W,35,34,59:57
698,2017-01-05,CHI,BUF,h,Corey Crawford,W,20,17,60:56
699,2017-01-05,BUF,CHI,@,Anders Nilsson,O,43,39,60:50
700,2017-01-06,CHI,CAR,h,Scott Darling,W,40,39,60:00
701,2017-01-06,CAR,CHI,@,Cam Ward,L,24,22,58:17
702,2017-01-08,CHI,NSH,h,Corey Crawford,W,27,25,60:00
703,2017-01-08,NSH,CHI,@,Pekka Rinne,L,29,26,59:08
704,2017-01-10,CHI,DET,h,Corey Crawford,W,36,33,60:14
705,2017-01-10,DET,CHI,@,Petr Mrazek,O,43,39,60:38
706,2017-01-15,CHI,MIN,h,Corey Crawford,L,32,29,58:39
707,2017-01-15,MIN,CHI,@,Devan Dubnyk,W,35,33,60:00
708,2017-01-22,CHI,VAN,h,Corey Crawford,W,28,26,60:00
709,2017-01-22,VAN,CHI,@,Ryan Miller,L,34,31,59:30
710,2017-01-24,CHI,TBL,h,Corey Crawford,L,35,31,58:37
711,2017-01-24,TBL,CHI,@,Andrei Vasilevskiy,W,36,34,60:00
712,2017-01-26,CHI,WPG,h,Scott Darling,L,32,28,59:01
713,2017-01-26,WPG,CHI,@,Connor Hellebuyck,W,41,38,60:00
714,2017-02-18,CHI,EDM,h,Corey Crawford,L,21,19,57:25
715,2017-02-18,EDM,CHI,@,Cam Talbot,W,39,38,60:00
716,2017-02-23,CHI,ARI,h,Corey Crawford,W,37,34,60:00
717,2017-02-23,ARI,CHI,@,Mike Smith,L,29,23,60:00
718,2017-02-26,CHI,STL,h,Scott Darling,W,32,30,59:26
719,2017-02-26,STL,CHI,@,Jake Allen,L,41,38,58:24
720,2017-03-01,CHI,PIT,h,Scott Darling,W,37,36,60:00
721,2017-03-01,PIT,CHI,@,Marc-Andre Fleury,L,28,25,58:28
722,2017-03-03,CHI,NYI,h,Corey Crawford,W,32,31,63:56
723,2017-03-03,NYI,CHI,@,Thomas Greiss,O,31,30,65:00
724,2017-03-09,CHI,ANA,h,Corey Crawford,L,26,25,57:40
725,2017-03-09,ANA,CHI,@,Jonathan Bernier,W,43,43,60:00
726,2017-03-12,CHI,MIN,h,Corey Crawford,W,44,42,59:17
727,2017-03-12,MIN,CHI,@,Darcy Kuemper,L,20,18,55:22
728,2017-03-19,CHI,COL,h,Scott Darling,W,25,22,60:00
729,2017-03-19,COL,CHI,@,Jeremy Smith,L,33,28,57:47
730,2017-03-21,CHI,VAN,h,Corey Crawford,,10,6,42:15
731,2017-03-21,VAN,CHI,@,Ryan Miller,W,44,40,62:12
732,2017-03-23,CHI,DAL,h,Corey Crawford,W,44,42,65:00
733,2017-03-23,DAL,CHI,@,Kari Lehtonen,O,26,24,65:00
734,2017-03-31,CHI,CBJ,h,Corey Crawford,W,33,32,60:00
735,2017-03-31,CBJ,CHI,@,Sergei Bobrovsky,L,23,21,58:14
736,2017-04-02,CHI,BOS,h,Corey Crawford,L,29,26,58:27
737,2017-04-02,BOS,CHI,@,Anton Khudobin,W,43,41,60:00
738,2016-10-13,DAL,ANA,h,Antti Niemi,W,35,33,59:54
739,2016-10-13,ANA,DAL,@,John Gibson,L,20,16,56:56
740,2016-10-20,DAL,LAK,h,Kari Lehtonen,O,39,35,60:42
741,2016-10-20,LAK,DAL,@,Peter Budaj,W,20,17,61:20
742,2016-10-22,DAL,CBJ,h,Kari Lehtonen,L,25,23,59:26
