,date,team,against,home,goalie,dec,SA,SV,TOI
128,2014-01-08,COL,OTT,h,Semyon Varlamov,W,32,29,60:33
129,2014-01-08,OTT,COL,@,Craig Anderson,O,31,27,60:33
130,2014-01-10,COL,NYI,h,Semyon Varlamov,O,24,22,61:46
131,2014-01-10,NYI,COL,@,Kevin Poulin,W,31,30,61:32
132,2014-01-16,COL,NJD,h,Semyon Varlamov,W,34,33,64:48
133,2014-01-16,NJD,COL,@,Cory Schneider,O,38,37,65:00
134,2014-01-21,COL,TOR,h,Jean-Sebastien Giguere,\,20,19,36:22
135,2014-01-21,TOR,COL,@,James Reimer,W,37,35,59:53
136,2014-01-30,COL,MIN,h,Semyon Varlamov,W,35,31,60:00
137,2014-01-30,MIN,COL,@,Darcy Kuemper,\,23,19,36:24
138,2014-02-01,COL,BUF,h,Semyon Varlamov,W,28,27,59:47
139,2014-02-01,BUF,COL,@,Ryan Miller,L,27,22,40:00
140,2014-02-26,COL,LAK,h,Jean-Sebastien Giguere,L,27,22,57:56
141,2014-02-26,LAK,COL,@,Martin Jones,W,29,25,59:39
142,2014-02-28,COL,PHX,h,Semyon Varlamov,W,42,40,60:00
143,2014-02-28,PHX,COL,@,Thomas Greiss,L,33,29,58:11
144,2014-03-02,COL,TBL,h,Semyon Varlamov,W,34,31,59:47
145,2014-03-02,TBL,COL,@,Ben Bishop,L,33,29,58:44
146,2014-03-08,COL,STL,h,Semyon Varlamov,L,25,23,57:40
147,2014-03-08,STL,COL,@,Ryan Miller,W,27,26,60:00
148,2014-03-10,COL,WPG,h,Semyon Varlamov,W,35,33,62:21
149,2014-03-10,WPG,COL,@,Al Montoya,O,34,31,62:18
150,2014-03-12,COL,CHI,h,Semyon Varlamov,W,39,37,60:00
151,2014-03-12,CHI,COL,@,Antti Raanta,L,29,26,58:08
152,2014-03-14,COL,ANA,h,Semyon Varlamov,L,24,19,31:49
153,2014-03-14,ANA,COL,@,Jonas Hiller,W,38,34,60:00
154,2014-03-21,COL,BOS,h,Semyon Varlamov,L,28,26,54:55
155,2014-03-21,BOS,COL,@,Chad Johnson,W,31,31,60:00
156,2014-03-27,COL,VAN,h,Semyon Varlamov,W,31,29,60:55
157,2014-03-27,VAN,COL,@,Eddie Lack,O,28,25,60:55
158,2014-03-29,COL,SJS,h,Semyon Varlamov,W,49,47,60:00
159,2014-03-29,SJS,COL,@,Alex Stalock,L,22,19,58:57
160,2014-04-03,COL,NYR,h,Semyon Varlamov,W,31,29,63:42
161,2014-04-03,NYR,COL,@,Henrik Lundqvist,O,37,35,65:00
162,2014-04-06,COL,PIT,h,Semyon Varlamov,O,32,30,64:59
163,2014-04-06,PIT,COL,@,Marc-Andre Fleury,W,41,39,65:00
164,2013-10-04,CBJ,CGY,h,Sergei Bobrovsky,L,30,26,59:47
165,2013-10-04,CGY,CBJ,@,Joey MacDonald,W,32,29,60:00
166,2013-10-12,CBJ,BOS,h,Sergei Bobrovsky,L,35,33,59:01
167,2013-10-12,BOS,CBJ,@,Tuukka Rask,W,27,26,59:58
168,2013-10-20,CBJ,VAN,h,Curtis McElhinney,W,38,37,59:49
169,2013-10-20,VAN,CBJ,@,Eddie Lack,L,28,26,58:37
170,2013-10-22,CBJ,NJD,h,Sergei Bobrovsky,W,25,24,59:56
171,2013-10-22,NJD,CBJ,@,Cory Schneider,L,23,20,57:55
172,2013-10-25,CBJ,TOR,h,Sergei Bobrovsky,W,25,23,59:55
173,2013-10-25,TOR,CBJ,@,Jonathan Bernier,L,35,31,59:42
174,2013-10-27,CBJ,ANA,h,Sergei Bobrovsky,L,32,28,58:33
175,2013-10-27,ANA,CBJ,@,Frederik Andersen,W,21,18,60:00
176,2013-11-02,CBJ,PIT,h,Curtis McElhinney,L,26,24,58:16
177,2013-11-02,PIT,CBJ,@,Jeff Zatkoff,W,19,19,59:59
178,2013-11-05,CBJ,OTT,h,Curtis McElhinney,L,23,20,58:57
179,2013-11-05,OTT,CBJ,@,Robin Lehner,W,33,32,60:00
180,2013-11-07,CBJ,NYR,h,Sergei Bobrovsky,L,33,30,59:27
181,2013-11-07,NYR,CBJ,@,Cam Talbot,W,34,32,60:00
182,2013-11-09,CBJ,NYI,h,Sergei Bobrovsky,W,26,24,59:57
183,2013-11-09,NYI,CBJ,@,Evgeni Nabokov,L,28,24,58:42
184,2013-11-15,CBJ,MTL,h,Curtis McElhinney,O,40,38,65:00
185,2013-11-15,MTL,CBJ,@,Peter Budaj,W,25,23,65:00
186,2013-11-27,CBJ,NSH,h,Sergei Bobrovsky,L,29,25,60:00
187,2013-11-27,NSH,CBJ,@,Marek Mazanec,W,19,19,60:00
188,2013-11-29,CBJ,EDM,h,Sergei Bobrovsky,W,27,25,60:00
189,2013-11-29,EDM,CBJ,@,Ilya Bryzgalov,L,23,19,40:00
190,2013-12-03,CBJ,TBL,h,Sergei Bobrovsky,W,18,18,44:13
191,2013-12-03,TBL,CBJ,@,Ben Bishop,L,21,20,58:36
192,2013-12-06,CBJ,MIN,h,Curtis McElhinney,W,20,20,60:00
193,2013-12-06,MIN,CBJ,@,Niklas Backstrom,L,41,37,60:00
194,2013-12-10,CBJ,NJD,h,Curtis McElhinney,W,34,30,60:00
195,2013-12-10,NJD,CBJ,@,Martin Brodeur,L,23,18,58:32
196,2013-12-14,CBJ,STL,h,Mike McKenna,O,31,27,60:20
197,2013-12-14,STL,CBJ,@,Jaroslav Halak,W,33,30,60:19
198,2013-12-16,CBJ,WPG,h,Mike McKenna,L,32,29,58:43
199,2013-12-16,WPG,CBJ,@,Al Montoya,W,24,22,60:00
200,2013-12-21,CBJ,PHI,h,Curtis McElhinney,W,36,33,60:00
201,2013-12-21,PHI,CBJ,@,Ray Emery,L,28,23,57:23
202,2013-12-29,CBJ,PIT,h,Curtis McElhinney,L,30,25,58:27
203,2013-12-29,PIT,CBJ,@,Jeff Zatkoff,W,28,25,59:34
204,2014-01-10,CBJ,CAR,h,Sergei Bobrovsky,W,36,36,60:00
205,2014-01-10,CAR,CBJ,@,Anton Khudobin,L,24,21,60:00
206,2014-01-13,CBJ,TBL,h,Sergei Bobrovsky,W,28,26,60:00
207,2014-01-13,TBL,CBJ,@,Anders Lindback,L,28,25,58:43
208,2014-01-17,CBJ,WSH,h,Sergei Bobrovsky,W,27,26,59:58
209,2014-01-17,WSH,CBJ,@,Braden Holtby,\,22,20,37:51
210,2014-01-21,CBJ,LAK,h,Sergei Bobrovsky,W,29,26,60:00
211,2014-01-21,LAK,CBJ,@,Martin Jones,L,34,29,58:03
212,2014-01-23,CBJ,PHI,h,Sergei Bobrovsky,W,28,26,59:51
213,2014-01-23,PHI,CBJ,@,Ray Emery,L,39,34,59:25
214,2014-01-25,CBJ,BUF,h,Curtis McElhinney,\,11,10,35:45
215,2014-01-25,BUF,CBJ,@,Ryan Miller,W,38,36,60:00
216,2014-01-28,CBJ,OTT,h,Curtis McElhinney,L,28,25,58:27
217,2014-01-28,OTT,CBJ,@,Craig Anderson,W,36,34,60:00
218,2014-01-30,CBJ,WSH,h,Sergei Bobrovsky,W,32,30,59:23
219,2014-01-30,WSH,CBJ,@,Braden Holtby,L,29,24,59:53
220,2014-02-01,CBJ,FLA,h,Sergei Bobrovsky,W,36,35,60:00
221,2014-02-01,FLA,CBJ,@,Tim Thomas,L,30,26,59:59
222,2014-03-01,CBJ,FLA,h,Sergei Bobrovsky,W,20,17,59:55
223,2014-03-01,FLA,CBJ,@,Scott Clemmensen,L,35,31,59:28
224,2014-03-04,CBJ,DAL,h,Sergei Bobrovsky,W,33,31,60:00
225,2014-03-04,DAL,CBJ,@,Dan Ellis,L,20,16,58:04
226,2014-03-11,CBJ,DET,h,Sergei Bobrovsky,W,40,39,60:00
227,2014-03-11,DET,CBJ,@,Petr Mrazek,L,37,33,59:56
228,2014-03-13,CBJ,SJS,h,Sergei Bobrovsky,O,27,24,65:00
229,2014-03-13,SJS,CBJ,@,Alex Stalock,W,38,35,64:55
230,2014-03-18,CBJ,CAR,h,Sergei Bobrovsky,L,20,17,40:00
231,2014-03-18,CAR,CBJ,@,Anton Khudobin,W,47,46,60:00
232,2014-03-21,CBJ,NYR,h,Sergei Bobrovsky,L,31,29,59:40
233,2014-03-21,NYR,CBJ,@,Henrik Lundqvist,W,26,25,59:55
234,2014-03-25,CBJ,DET,h,Curtis McElhinney,W,23,22,40:00
235,2014-03-25,DET,CBJ,@,Jimmy Howard,L,27,24,58:22
236,2014-03-28,CBJ,PIT,h,Curtis McElhinney,L,31,29,58:58
237,2014-03-28,PIT,CBJ,@,Marc-Andre Fleury,W,36,35,60:00
238,2014-04-01,CBJ,COL,h,Sergei Bobrovsky,O,28,25,64:27
239,2014-04-01,COL,CBJ,@,Semyon Varlamov,W,26,24,64:27
240,2014-04-04,CBJ,CHI,h,Sergei Bobrovsky,L,38,34,59:53
241,2014-04-04,CHI,CBJ,@,Antti Raanta,W,27,24,59:51
242,2014-04-06,CBJ,NYI,h,Sergei Bobrovsky,W,31,31,60:00
243,2014-04-06,NYI,CBJ,@,Anders Nilsson,L,33,29,60:00
244,2014-04-08,CBJ,PHX,h,Sergei Bobrovsky,W,32,29,63:33
245,2014-04-08,PHX,CBJ,@,Thomas Greiss,O,30,26,62:32
246,2013-10-03,BOS,TBL,h,Tuukka Rask,W,33,32,60:00
247,2013-10-03,TBL,BOS,@,Anders Lindback,L,25,22,58:03
248,2013-10-05,BOS,DET,h,Tuukka Rask,W,26,25,60:00
249,2013-10-05,DET,BOS,@,Jimmy Howard,L,37,33,60:00
250,2013-10-10,BOS,COL,h,Tuukka Rask,L,29,28,59:12
251,2013-10-10,COL,BOS,@,Jean-Sebastien Giguere,W,39,39,59:58
252,2013-10-14,BOS,DET,h,Tuukka Rask,L,27,24,58:24
253,2013-10-14,DET,BOS,@,Jonas Gustavsson,W,30,28,60:00
254,2013-10-24,BOS,SJS,h,Tuukka Rask,W,39,38,60:00
255,2013-10-24,SJS,BOS,@,Antti Niemi,L,17,15,60:00
256,2013-10-26,BOS,NJD,h,Tuukka Rask,L,32,28,59:15
257,2013-10-26,NJD,BOS,@,Martin Brodeur,W,28,25,59:44
258,2013-10-31,BOS,ANA,h,Tuukka Rask,W,23,21,64:57
259,2013-10-31,ANA,BOS,@,Jonas Hiller,O,23,21,65:00
260,2013-11-05,BOS,DAL,h,Tuukka Rask,O,36,34,65:00
261,2013-11-05,DAL,BOS,@,Kari Lehtonen,W,36,34,64:57
262,2013-11-07,BOS,FLA,h,Tuukka Rask,W,24,23,60:00
263,2013-11-07,FLA,BOS,@,Scott Clemmensen,L,30,26,59:59
264,2013-11-09,BOS,TOR,h,Tuukka Rask,W,34,33,59:57
265,2013-11-09,TOR,BOS,@,James Reimer,L,33,31,59:37
266,2013-11-11,BOS,TBL,h,Tuukka Rask,W,28,28,60:00
267,2013-11-11,TBL,BOS,@,Anders Lindback,L,25,23,59:34
268,2013-11-14,BOS,CBJ,h,Chad Johnson,W,34,32,64:11
269,2013-11-14,CBJ,BOS,@,Sergei Bobrovsky,O,31,28,64:11
270,2013-11-21,BOS,STL,h,Tuukka Rask,O,26,24,65:00
271,2013-11-21,STL,BOS,@,Jaroslav Halak,W,31,29,65:00
272,2013-11-23,BOS,CAR,h,Chad Johnson,W,24,22,61:28
273,2013-11-23,CAR,BOS,@,Cam Ward,O,38,35,61:28
274,2013-11-25,BOS,PIT,h,Tuukka Rask,W,31,28,60:34
275,2013-11-25,PIT,BOS,@,Marc-Andre Fleury,O,24,20,59:25
276,2013-11-29,BOS,NYR,h,Tuukka Rask,W,19,17,60:00
277,2013-11-29,NYR,BOS,@,Henrik Lundqvist,L,28,25,58:39
278,2013-11-30,BOS,CBJ,h,Chad Johnson,W,14,13,60:00
279,2013-11-30,CBJ,BOS,@,Curtis McElhinney,L,36,33,59:00
280,2013-12-07,BOS,PIT,h,Tuukka Rask,W,30,28,59:44
281,2013-12-07,PIT,BOS,@,Marc-Andre Fleury,L,21,18,59:45
282,2013-12-17,BOS,CGY,h,Tuukka Rask,W,21,21,60:00
283,2013-12-17,CGY,BOS,@,Reto Berra,L,31,29,57:44
284,2013-12-21,BOS,BUF,h,Tuukka Rask,W,35,34,59:47
285,2013-12-21,BUF,BOS,@,Jhonas Enroth,L,38,35,58:01
286,2013-12-27,BOS,OTT,h,Tuukka Rask,W,33,33,60:00
287,2013-12-27,OTT,BOS,@,Robin Lehner,L,42,37,60:00
288,2013-12-31,BOS,NYI,h,Tuukka Rask,L,31,26,59:59
289,2013-12-31,NYI,BOS,@,Evgeni Nabokov,W,38,35,60:00
290,2014-01-02,BOS,NSH,h,Niklas Svedberg,W,35,33,60:50
291,2014-01-02,NSH,BOS,@,Marek Mazanec,O,25,22,60:54
292,2014-01-04,BOS,WPG,h,Tuukka Rask,W,37,36,60:00
293,2014-01-04,WPG,BOS,@,Ondrej Pavelec,L,29,25,60:00
294,2014-01-14,BOS,TOR,h,Tuukka Rask,L,26,22,58:34
295,2014-01-14,TOR,BOS,@,Jonathan Bernier,W,41,38,60:00
296,2014-01-20,BOS,LAK,h,Chad Johnson,W,23,21,60:00
297,2014-01-20,LAK,BOS,@,Jonathan Quick,L,23,20,59:25
298,2014-01-28,BOS,FLA,h,Tuukka Rask,W,30,28,60:00
299,2014-01-28,FLA,BOS,@,Tim Thomas,L,41,35,59:47
300,2014-01-30,BOS,MTL,h,Tuukka Rask,L,18,15,31:54
301,2014-01-30,MTL,BOS,@,Peter Budaj,W,35,34,60:00
302,2014-02-01,BOS,EDM,h,Chad Johnson,W,22,22,59:58
303,2014-02-01,EDM,BOS,@,Ben Scrivens,L,41,37,59:41
304,2014-02-04,BOS,VAN,h,Tuukka Rask,W,28,27,60:00
305,2014-02-04,VAN,BOS,@,Roberto Luongo,L,32,29,58:07
306,2014-02-08,BOS,OTT,h,Chad Johnson,W,28,26,59:59
307,2014-02-08,OTT,BOS,@,Craig Anderson,L,33,28,43:33
308,2014-03-01,BOS,WSH,h,Tuukka Rask,L,31,27,58:19
309,2014-03-01,WSH,BOS,@,Braden Holtby,W,38,36,59:53
310,2014-03-04,BOS,FLA,h,Chad Johnson,W,24,23,60:00
311,2014-03-04,FLA,BOS,@,Tim Thomas,L,38,35,59:13
312,2014-03-06,BOS,WSH,h,Tuukka Rask,W,16,16,59:57
313,2014-03-06,WSH,BOS,@,Braden Holtby,L,42,40,59:32
314,2014-03-13,BOS,PHX,h,Tuukka Rask,W,22,21,60:00
315,2014-03-13,PHX,BOS,@,Mike Smith,L,20,18,59:15
316,2014-03-15,BOS,CAR,h,Chad Johnson,W,30,29,60:00
317,2014-03-15,CAR,BOS,@,Cam Ward,L,41,36,59:58
318,2014-03-17,BOS,MIN,h,Tuukka Rask,W,34,33,60:00
319,2014-03-17,MIN,BOS,@,Darcy Kuemper,L,28,25,59:04
320,2014-03-24,BOS,MTL,h,Tuukka Rask,O,22,21,65:00
321,2014-03-24,MTL,BOS,@,Peter Budaj,W,29,28,64:42
322,2014-03-27,BOS,CHI,h,Tuukka Rask,W,28,28,60:00
323,2014-03-27,CHI,BOS,@,Corey Crawford,L,23,20,59:57
324,2014-04-05,BOS,PHI,h,Tuukka Rask,W,26,24,60:00
325,2014-04-05,PHI,BOS,@,Ray Emery,L,41,37,59:32
326,2014-04-12,BOS,BUF,h,Tuukka Rask,W,25,24,60:00
327,2014-04-12,BUF,BOS,@,Matt Hackett,L,23,20,48:25
328,2013-10-04,BUF,OTT,h,Ryan Miller,L,46,45,58:41
329,2013-10-04,OTT,BUF,@,Craig Anderson,W,35,35,60:00
330,2013-10-08,BUF,TBL,h,Jhonas Enroth,O,34,31,61:50
331,2013-10-08,TBL,BUF,@,Ben Bishop,W,23,21,61:50
332,2013-10-10,BUF,CBJ,h,Ryan Miller,L,33,29,60:00
333,2013-10-10,CBJ,BUF,@,Sergei Bobrovsky,W,27,26,59:45
334,2013-10-14,BUF,MIN,h,Jhonas Enroth,L,20,18,58:50
335,2013-10-14,MIN,BUF,@,Josh Harding,W,23,22,59:56
336,2013-10-17,BUF,VAN,h,Ryan Miller,L,34,31,60:00
337,2013-10-17,VAN,BUF,@,Roberto Luongo,W,25,25,59:30
338,2013-10-19,BUF,COL,h,Ryan Miller,L,26,22,57:26
339,2013-10-19,COL,BUF,@,Jean-Sebastien Giguere,W,30,28,59:55
340,2013-10-23,BUF,BOS,h,Ryan Miller,L,34,29,60:00
341,2013-10-23,BOS,BUF,@,Chad Johnson,W,16,14,60:00
342,2013-10-28,BUF,DAL,h,Ryan Miller,L,29,25,58:31
343,2013-10-28,DAL,BUF,@,Kari Lehtonen,W,25,22,60:00
344,2013-11-02,BUF,ANA,h,Jhonas Enroth,L,29,23,60:00
345,2013-11-02,ANA,BUF,@,Jonas Hiller,W,17,14,60:00
346,2013-11-12,BUF,LAK,h,Ryan Miller,W,45,43,65:00
347,2013-11-12,LAK,BUF,@,Jonathan Quick,\,17,15,63:40
348,2013-11-15,BUF,TOR,h,Ryan Miller,W,33,32,60:00
349,2013-11-15,TOR,BUF,@,Jonathan Bernier,L,26,24,59:11
350,2013-11-19,BUF,STL,h,Ryan Miller,L,31,27,60:00
351,2013-11-19,STL,BUF,@,Jaroslav Halak,W,24,23,60:00
352,2013-11-24,BUF,DET,h,Ryan Miller,L,33,31,58:40
353,2013-11-24,DET,BUF,@,Jonas Gustavsson,W,22,21,59:41
354,2013-11-27,BUF,MTL,h,Ryan Miller,L,31,28,58:24
355,2013-11-27,MTL,BUF,@,Carey Price,W,25,24,60:00
356,2013-11-29,BUF,TOR,h,Ryan Miller,W,24,22,60:34
357,2013-11-29,TOR,BUF,@,James Reimer,O,29,26,60:27
358,2013-12-05,BUF,NYR,h,Ryan Miller,L,31,28,58:28
359,2013-12-05,NYR,BUF,@,Henrik Lundqvist,W,28,27,60:00
360,2013-12-10,BUF,OTT,h,Ryan Miller,W,36,35,64:55
361,2013-12-10,OTT,BUF,@,Robin Lehner,O,36,35,64:44
362,2013-12-14,BUF,CGY,h,Jhonas Enroth,O,26,24,60:42
363,2013-12-14,CGY,BUF,@,Karri Ramo,W,27,26,60:14
