,date,team,against,home,goalie,dec,SA,SV,TOI
369,2016-01-01,MTL,BOS,@,Mike Condon,W,28,27,59:49
370,2016-01-05,BOS,WSH,h,Tuukka Rask,L,29,26,58:15
371,2016-01-05,WSH,BOS,@,Braden Holtby,W,27,25,60:00
372,2016-01-16,BOS,TOR,h,Tuukka Rask,W,29,27,60:00
373,2016-01-16,TOR,BOS,@,Jonathan Bernier,L,45,42,59:24
374,2016-01-21,BOS,VAN,h,Tuukka Rask,L,26,23,58:17
375,2016-01-21,VAN,BOS,@,Jacob Markstrom,W,30,28,60:00
376,2016-01-23,BOS,CBJ,h,Jonas Gustavsson,W,33,31,64:54
377,2016-01-23,CBJ,BOS,@,Joonas Korpisalo,O,34,32,65:00
378,2016-01-26,BOS,ANA,h,Tuukka Rask,L,22,19,39:11
379,2016-01-26,ANA,BOS,@,Frederik Andersen,W,34,32,60:00
380,2016-02-02,BOS,TOR,h,Tuukka Rask,O,35,31,63:04
381,2016-02-02,TOR,BOS,@,James Reimer,W,42,39,62:29
382,2016-02-06,BOS,BUF,h,Tuukka Rask,W,38,37,62:32
383,2016-02-06,BUF,BOS,@,Robin Lehner,O,38,36,62:29
384,2016-02-09,BOS,LAK,h,Tuukka Rask,L,32,27,32:29
385,2016-02-09,LAK,BOS,@,Jonathan Quick,W,37,35,60:00
386,2016-02-22,BOS,CBJ,h,Jonas Gustavsson,L,34,29,57:01
387,2016-02-22,CBJ,BOS,@,Joonas Korpisalo,W,30,26,60:00
388,2016-02-24,BOS,PIT,h,Tuukka Rask,W,42,41,60:00
389,2016-02-24,PIT,BOS,@,Marc-Andre Fleury,L,29,24,59:58
390,2016-02-28,BOS,TBL,h,Tuukka Rask,L,30,26,59:42
391,2016-02-28,TBL,BOS,@,Ben Bishop,W,33,32,60:00
392,2016-03-01,BOS,CGY,h,Tuukka Rask,W,25,24,60:00
393,2016-03-01,CGY,BOS,@,Joni Ortio,L,25,23,57:47
394,2016-03-03,BOS,CHI,h,Tuukka Rask,W,27,25,60:00
395,2016-03-03,CHI,BOS,@,Scott Darling,L,25,21,56:35
396,2016-03-05,BOS,WSH,h,Tuukka Rask,O,30,28,62:36
397,2016-03-05,WSH,BOS,@,Philipp Grubauer,W,34,33,62:29
398,2016-03-10,BOS,CAR,h,Tuukka Rask,O,28,25,61:30
399,2016-03-10,CAR,BOS,@,Cam Ward,W,32,30,61:30
400,2016-03-12,BOS,NYI,h,Tuukka Rask,W,26,25,59:46
401,2016-03-12,NYI,BOS,@,Thomas Greiss,L,31,28,57:53
402,2016-03-24,BOS,FLA,h,Tuukka Rask,L,35,32,58:25
403,2016-03-24,FLA,BOS,@,Roberto Luongo,W,35,34,60:00
404,2016-04-05,BOS,CAR,h,Tuukka Rask,O,28,27,64:55
405,2016-04-05,CAR,BOS,@,Cam Ward,W,36,35,65:00
406,2016-04-07,BOS,DET,h,Tuukka Rask,W,15,13,60:00
407,2016-04-07,DET,BOS,@,Jimmy Howard,L,26,21,40:45
408,2016-04-09,BOS,OTT,h,Jonas Gustavsson,L,34,30,58:51
409,2016-04-09,OTT,BOS,@,Andrew Hammond,W,40,39,60:00
410,2015-10-08,BUF,OTT,h,Chad Johnson,L,9,8,31:29
411,2015-10-08,OTT,BUF,@,Craig Anderson,W,27,26,60:00
412,2015-10-10,BUF,TBL,h,Chad Johnson,L,31,27,59:47
413,2015-10-10,TBL,BUF,@,Ben Bishop,W,25,24,60:00
414,2015-10-12,BUF,CBJ,h,Chad Johnson,W,24,22,59:57
415,2015-10-12,CBJ,BUF,@,Sergei Bobrovsky,L,33,29,56:25
416,2015-10-21,BUF,TOR,h,Chad Johnson,W,24,23,65:00
417,2015-10-21,TOR,BUF,@,Jonathan Bernier,O,35,34,65:00
418,2015-10-23,BUF,MTL,h,Chad Johnson,L,26,19,59:58
419,2015-10-23,MTL,BUF,@,Mike Condon,W,36,34,59:48
420,2015-10-24,BUF,NJD,h,Linus Ullmark,L,28,24,57:51
421,2015-10-24,NJD,BUF,@,Cory Schneider,W,29,26,60:00
422,2015-10-30,BUF,PHI,h,Linus Ullmark,W,28,27,59:47
423,2015-10-30,PHI,BUF,@,Michal Neuvirth,L,36,33,57:39
424,2015-11-05,BUF,TBL,h,Chad Johnson,,10,10,39:08
425,2015-11-05,TBL,BUF,@,Andrei Vasilevskiy,W,31,30,60:00
426,2015-11-07,BUF,VAN,h,Linus Ullmark,W,37,35,60:00
427,2015-11-07,VAN,BUF,@,Ryan Miller,L,22,19,59:43
428,2015-11-14,BUF,SJS,h,Chad Johnson,O,32,30,62:59
429,2015-11-14,SJS,BUF,@,Martin Jones,W,31,30,62:59
430,2015-11-17,BUF,DAL,h,Linus Ullmark,L,28,26,58:45
431,2015-11-17,DAL,BUF,@,Antti Niemi,W,25,24,60:00
432,2015-11-23,BUF,STL,h,Linus Ullmark,L,26,24,58:52
433,2015-11-23,STL,BUF,@,Jake Allen,W,25,24,60:00
434,2015-11-25,BUF,NSH,h,Chad Johnson,,12,12,32:02
435,2015-11-25,NSH,BUF,@,Carter Hutton,W,32,30,59:50
436,2015-11-27,BUF,CAR,h,Chad Johnson,W,28,27,60:00
437,2015-11-27,CAR,BUF,@,Cam Ward,L,14,11,39:51
438,2015-12-04,BUF,ARI,h,Chad Johnson,W,20,18,60:00
439,2015-12-04,ARI,BUF,@,Mike Smith,L,27,23,59:24
440,2015-12-12,BUF,LAK,h,Linus Ullmark,W,21,20,63:11
441,2015-12-12,LAK,BUF,@,Jhonas Enroth,O,30,28,63:19
442,2015-12-15,BUF,NJD,h,Linus Ullmark,L,21,19,57:38
443,2015-12-15,NJD,BUF,@,Cory Schneider,W,25,25,60:00
444,2015-12-17,BUF,ANA,h,Chad Johnson,W,44,44,60:00
445,2015-12-17,ANA,BUF,@,John Gibson,L,22,19,56:58
446,2015-12-19,BUF,CHI,h,Chad Johnson,O,28,26,65:00
447,2015-12-19,CHI,BUF,@,Corey Crawford,W,27,25,64:07
448,2015-12-28,BUF,WSH,h,Linus Ullmark,L,26,24,58:17
449,2015-12-28,WSH,BUF,@,Braden Holtby,W,31,31,60:00
450,2015-12-31,BUF,NYI,h,Linus Ullmark,L,33,31,58:05
451,2015-12-31,NYI,BUF,@,Thomas Greiss,W,43,42,59:47
452,2016-01-02,BUF,DET,h,Chad Johnson,L,23,19,58:16
453,2016-01-02,DET,BUF,@,Petr Mrazek,W,35,32,59:46
454,2016-01-05,BUF,FLA,h,Linus Ullmark,L,26,22,59:11
455,2016-01-05,FLA,BUF,@,Roberto Luongo,W,32,31,60:00
456,2016-01-15,BUF,BOS,h,Robin Lehner,L,30,27,59:26
457,2016-01-15,BOS,BUF,@,Jonas Gustavsson,W,34,33,60:00
458,2016-01-16,BUF,WSH,h,Chad Johnson,W,34,33,59:38
459,2016-01-16,WSH,BUF,@,Philipp Grubauer,,13,12,32:46
460,2016-01-22,BUF,DET,h,Robin Lehner,L,44,42,58:42
461,2016-01-22,DET,BUF,@,Petr Mrazek,W,19,19,60:00
462,2016-02-04,BUF,BOS,h,Chad Johnson,O,33,31,65:00
463,2016-02-04,BOS,BUF,@,Tuukka Rask,W,28,26,65:00
464,2016-02-09,BUF,FLA,h,Chad Johnson,L,22,20,39:08
465,2016-02-09,FLA,BUF,@,Roberto Luongo,W,34,30,60:00
466,2016-02-12,BUF,MTL,h,Chad Johnson,W,30,26,60:00
467,2016-02-12,MTL,BUF,@,Mike Condon,L,13,11,37:47
468,2016-02-14,BUF,COL,h,Robin Lehner,W,35,34,59:50
469,2016-02-14,COL,BUF,@,Calvin Pickard,,18,17,53:28
470,2016-02-21,BUF,PIT,h,Robin Lehner,L,31,27,58:43
471,2016-02-21,PIT,BUF,@,Marc-Andre Fleury,W,27,24,60:00
472,2016-03-01,BUF,EDM,h,Robin Lehner,O,41,39,63:48
473,2016-03-01,EDM,BUF,@,Cam Talbot,W,32,31,63:48
474,2016-03-03,BUF,CGY,h,Robin Lehner,W,29,26,59:52
475,2016-03-03,CGY,BUF,@,Jonas Hiller,L,34,29,59:14
476,2016-03-05,BUF,MIN,h,Robin Lehner,O,30,28,65:00
477,2016-03-05,MIN,BUF,@,Devan Dubnyk,W,32,30,65:00
478,2016-03-08,BUF,NYR,h,Chad Johnson,,11,11,32:19
479,2016-03-08,NYR,BUF,@,Antti Raanta,W,36,34,60:00
480,2016-03-12,BUF,CAR,h,Chad Johnson,W,30,28,64:59
481,2016-03-12,CAR,BUF,@,Cam Ward,O,24,21,64:59
482,2016-03-16,BUF,MTL,h,Robin Lehner,O,22,19,63:14
483,2016-03-16,MTL,BUF,@,Ben Scrivens,W,43,41,63:11
484,2016-03-18,BUF,OTT,h,Chad Johnson,W,33,32,60:00
485,2016-03-18,OTT,BUF,@,Craig Anderson,L,34,31,59:11
486,2016-03-26,BUF,WPG,h,Chad Johnson,W,19,17,60:00
487,2016-03-26,WPG,BUF,@,Michael Hutchinson,L,29,26,59:08
488,2016-03-31,BUF,TOR,h,Chad Johnson,W,26,25,59:59
489,2016-03-31,TOR,BUF,@,Garret Sparks,L,36,33,56:49
490,2016-04-08,BUF,CBJ,h,Jason Kasdorf,L,30,26,60:00
491,2016-04-08,CBJ,BUF,@,Joonas Korpisalo,W,35,34,59:56
492,2015-10-07,CGY,VAN,h,Karri Ramo,L,44,39,60:00
493,2015-10-07,VAN,CGY,@,Ryan Miller,W,30,29,59:37
494,2015-10-13,CGY,STL,h,Jonas Hiller,L,28,24,58:05
495,2015-10-13,STL,CGY,@,Brian Elliott,W,18,15,60:00
496,2015-10-17,CGY,EDM,h,Jonas Hiller,L,28,23,60:00
497,2015-10-17,EDM,CGY,@,Cam Talbot,W,24,22,60:00
498,2015-10-20,CGY,WSH,h,Karri Ramo,L,18,14,31:37
499,2015-10-20,WSH,CGY,@,Braden Holtby,W,19,17,59:54
500,2015-10-23,CGY,DET,h,Jonas Hiller,W,29,27,62:24
501,2015-10-23,DET,CGY,@,Jimmy Howard,O,40,37,63:12
502,2015-10-30,CGY,MTL,h,Joni Ortio,L,31,25,60:00
503,2015-10-30,MTL,CGY,@,Mike Condon,W,32,30,59:57
504,2015-11-05,CGY,PHI,h,Karri Ramo,W,27,26,60:35
505,2015-11-05,PHI,CGY,@,Michal Neuvirth,O,30,28,60:33
506,2015-11-07,CGY,PIT,h,Karri Ramo,W,25,23,60:00
507,2015-11-07,PIT,CGY,@,Marc-Andre Fleury,L,30,26,59:34
508,2015-11-17,CGY,NJD,h,Karri Ramo,W,20,18,60:00
509,2015-11-17,NJD,CGY,@,Cory Schneider,L,30,27,58:57
510,2015-11-20,CGY,CHI,h,Karri Ramo,W,19,18,61:38
511,2015-11-20,CHI,CGY,@,Scott Darling,O,37,35,61:38
512,2015-12-01,CGY,DAL,h,Karri Ramo,W,29,26,65:00
513,2015-12-01,DAL,CGY,@,Antti Niemi,O,32,29,65:00
514,2015-12-04,CGY,BOS,h,Karri Ramo,W,38,34,62:24
515,2015-12-04,BOS,CGY,@,Tuukka Rask,O,26,24,41:24
516,2015-12-08,CGY,SJS,h,Karri Ramo,W,33,31,59:36
517,2015-12-08,SJS,CGY,@,Alex Stalock,,19,18,36:41
518,2015-12-10,CGY,BUF,h,Jonas Hiller,W,30,27,60:00
519,2015-12-10,BUF,CGY,@,Chad Johnson,L,32,28,58:40
520,2015-12-12,CGY,NYR,h,Jonas Hiller,W,29,25,62:09
521,2015-12-12,NYR,CGY,@,Antti Raanta,O,27,22,61:35
522,2015-12-22,CGY,WPG,h,Karri Ramo,W,20,19,60:00
523,2015-12-22,WPG,CGY,@,Michael Hutchinson,L,32,29,59:52
524,2015-12-27,CGY,EDM,h,Karri Ramo,W,31,28,60:00
525,2015-12-27,EDM,CGY,@,Anders Nilsson,L,30,26,40:00
526,2015-12-29,CGY,ANA,h,Karri Ramo,L,21,20,57:59
527,2015-12-29,ANA,CGY,@,John Gibson,W,14,14,59:57
528,2015-12-31,CGY,LAK,h,Karri Ramo,L,23,20,57:38
529,2015-12-31,LAK,CGY,@,Jonathan Quick,W,24,23,60:00
530,2016-01-05,CGY,TBL,h,Karri Ramo,W,31,30,60:00
531,2016-01-05,TBL,CGY,@,Ben Bishop,L,23,21,58:21
532,2016-01-07,CGY,ARI,h,Karri Ramo,L,33,31,58:29
533,2016-01-07,ARI,CGY,@,Louis Domingue,W,26,25,60:00
534,2016-01-11,CGY,SJS,h,Karri Ramo,L,18,13,57:48
535,2016-01-11,SJS,CGY,@,Martin Jones,W,35,31,60:00
536,2016-01-13,CGY,FLA,h,Jonas Hiller,W,15,15,60:00
537,2016-01-13,FLA,CGY,@,Al Montoya,,21,19,40:00
538,2016-01-27,CGY,NSH,h,Karri Ramo,L,24,22,58:06
539,2016-01-27,NSH,CGY,@,Carter Hutton,W,27,26,60:00
540,2016-02-03,CGY,CAR,h,Karri Ramo,W,29,28,60:00
541,2016-02-03,CAR,CGY,@,Eddie Lack,L,24,20,60:00
542,2016-02-05,CGY,CBJ,h,Karri Ramo,L,18,16,58:22
543,2016-02-05,CBJ,CGY,@,Joonas Korpisalo,W,31,30,60:00
544,2016-02-09,CGY,TOR,h,Jonas Hiller,W,36,33,60:00
545,2016-02-09,TOR,CGY,@,James Reimer,L,22,18,57:42
546,2016-02-15,CGY,ANA,h,Joni Ortio,L,11,9,33:38
547,2016-02-15,ANA,CGY,@,Frederik Andersen,W,37,33,60:00
548,2016-02-17,CGY,MIN,h,Jonas Hiller,L,23,19,58:18
549,2016-02-17,MIN,CGY,@,Devan Dubnyk,W,28,25,59:49
550,2016-02-19,CGY,VAN,h,Jonas Hiller,W,28,26,60:00
551,2016-02-19,VAN,CGY,@,Jacob Markstrom,L,33,28,59:58
552,2016-02-25,CGY,NYI,h,Joni Ortio,O,34,32,64:41
553,2016-02-25,NYI,CGY,@,Jaroslav Halak,W,32,31,64:42
554,2016-02-27,CGY,OTT,h,Joni Ortio,L,25,20,58:03
555,2016-02-27,OTT,CGY,@,Craig Anderson,W,38,34,60:00
556,2016-03-07,CGY,SJS,h,Joni Ortio,O,23,21,59:59
557,2016-03-07,SJS,CGY,@,Martin Jones,W,48,47,60:19
558,2016-03-09,CGY,NSH,h,Joni Ortio,W,26,24,61:12
559,2016-03-09,NSH,CGY,@,Carter Hutton,O,34,31,60:56
560,2016-03-11,CGY,ARI,h,Joni Ortio,L,25,22,59:06
561,2016-03-11,ARI,CGY,@,Louis Domingue,W,25,24,60:00
562,2016-03-14,CGY,STL,h,Joni Ortio,W,35,31,59:42
563,2016-03-14,STL,CGY,@,Jake Allen,,17,13,31:03
564,2016-03-16,CGY,WPG,h,Joni Ortio,W,29,28,60:00
565,2016-03-16,WPG,CGY,@,Ondrej Pavelec,L,21,17,59:44
566,2016-03-18,CGY,COL,h,Joni Ortio,O,28,25,64:39
567,2016-03-18,COL,CGY,@,Semyon Varlamov,W,33,30,65:00
568,2016-03-26,CGY,CHI,h,Joni Ortio,L,25,23,58:51
569,2016-03-26,CHI,CGY,@,Scott Darling,W,32,31,60:00
570,2016-04-05,CGY,LAK,h,Joni Ortio,O,26,21,60:40
571,2016-04-05,LAK,CGY,@,Jhonas Enroth,W,23,19,60:05
572,2016-04-07,CGY,VAN,h,Joni Ortio,W,27,24,59:28
573,2016-04-07,VAN,CGY,@,Ryan Miller,L,43,36,59:39
574,2015-10-10,CAR,DET,h,Cam Ward,L,19,15,58:25
575,2015-10-10,DET,CAR,@,Petr Mrazek,W,47,44,60:00
576,2015-10-13,CAR,FLA,h,Eddie Lack,L,29,26,58:25
577,2015-10-13,FLA,CAR,@,Al Montoya,W,23,22,60:00
578,2015-10-30,CAR,COL,h,Cam Ward,W,32,30,60:00
579,2015-10-30,COL,CAR,@,Semyon Varlamov,L,26,23,57:26
580,2015-11-01,CAR,TBL,h,Cam Ward,L,31,27,57:23
581,2015-11-01,TBL,CAR,@,Andrei Vasilevskiy,W,35,32,60:00
582,2015-11-06,CAR,DAL,h,Eddie Lack,L,28,25,58:07
583,2015-11-06,DAL,CAR,@,Kari Lehtonen,W,31,30,60:00
584,2015-11-07,CAR,OTT,h,Cam Ward,W,21,19,60:30
585,2015-11-07,OTT,CAR,@,Andrew Hammond,O,46,43,62:51
586,2015-11-12,CAR,MIN,h,Cam Ward,O,21,18,63:29
587,2015-11-12,MIN,CAR,@,Devan Dubnyk,W,39,37,63:50
588,2015-11-14,CAR,PHI,h,Cam Ward,O,19,16,60:34
589,2015-11-14,PHI,CAR,@,Steve Mason,W,21,19,60:24
590,2015-11-16,CAR,ANA,h,Eddie Lack,L,19,16,59:34
591,2015-11-16,ANA,CAR,@,Anton Khudobin,W,25,24,60:00
592,2015-11-20,CAR,TOR,h,Cam Ward,O,25,24,65:00
593,2015-11-20,TOR,CAR,@,James Reimer,W,34,33,65:00
594,2015-11-22,CAR,LAK,h,Cam Ward,W,29,26,60:00
595,2015-11-22,LAK,CAR,@,Jonathan Quick,L,21,17,40:00
596,2015-11-25,CAR,EDM,h,Cam Ward,W,31,30,60:00
597,2015-11-25,EDM,CAR,@,Anders Nilsson,L,26,23,59:40
598,2015-12-03,CAR,NJD,h,Eddie Lack,L,27,22,59:16
599,2015-12-03,NJD,CAR,@,Keith Kinkaid,W,31,30,59:48
600,2015-12-05,CAR,MTL,h,Cam Ward,W,38,36,60:00
601,2015-12-05,MTL,CAR,@,Mike Condon,L,29,26,57:56
602,2015-12-06,CAR,ARI,h,Cam Ward,W,23,19,60:00
603,2015-12-06,ARI,CAR,@,Anders Lindback,L,18,13,59:57
604,2015-12-18,CAR,FLA,h,Cam Ward,L,17,16,57:47
605,2015-12-18,FLA,CAR,@,Roberto Luongo,W,24,24,59:30
606,2015-12-21,CAR,WSH,h,Cam Ward,L,21,19,57:59
607,2015-12-21,WSH,CAR,@,Philipp Grubauer,W,32,31,60:00
608,2015-12-26,CAR,NJD,h,Cam Ward,W,20,19,60:00
609,2015-12-26,NJD,CAR,@,Cory Schneider,L,25,22,58:44
610,2015-12-31,CAR,WSH,h,Eddie Lack,W,32,30,60:00
611,2015-12-31,WSH,CAR,@,Philipp Grubauer,L,36,33,59:09
612,2016-01-02,CAR,NSH,h,Eddie Lack,O,21,19,63:09
613,2016-01-02,NSH,CAR,@,Pekka Rinne,W,28,27,63:09
614,2016-01-08,CAR,CBJ,h,Cam Ward,W,36,35,60:00
615,2016-01-08,CBJ,CAR,@,Anton Forsberg,L,28,25,57:56
616,2016-01-12,CAR,PIT,h,Cam Ward,W,25,23,62:58
617,2016-01-12,PIT,CAR,@,Marc-Andre Fleury,O,21,18,63:00
618,2016-01-15,CAR,VAN,h,Cam Ward,O,22,19,63:25
619,2016-01-15,VAN,CAR,@,Jacob Markstrom,W,40,38,63:15
620,2016-01-22,CAR,NYR,h,Eddie Lack,L,32,28,60:00
621,2016-01-22,NYR,CAR,@,Henrik Lundqvist,W,31,30,60:00
622,2016-01-24,CAR,CGY,h,Eddie Lack,W,35,33,60:00
623,2016-01-24,CGY,CAR,@,Jonas Hiller,,17,15,36:10
624,2016-01-26,CAR,CHI,h,Eddie Lack,W,26,26,59:47
625,2016-01-26,CHI,CAR,@,Scott Darling,,24,22,40:00
626,2016-02-12,CAR,PIT,h,Cam Ward,O,26,25,65:00
627,2016-02-12,PIT,CAR,@,Marc-Andre Fleury,W,30,29,65:00
628,2016-02-13,CAR,NYI,h,Cam Ward,W,16,14,37:34
629,2016-02-13,NYI,CAR,@,Jaroslav Halak,L,28,22,40:00
630,2016-02-16,CAR,WPG,h,Eddie Lack,W,21,20,60:00
631,2016-02-16,WPG,CAR,@,Ondrej Pavelec,L,29,27,57:55
632,2016-02-19,CAR,SJS,h,Cam Ward,W,24,22,60:00
633,2016-02-19,SJS,CAR,@,Martin Jones,L,36,32,59:24
634,2016-02-21,CAR,TBL,h,Cam Ward,L,17,14,57:47
635,2016-02-21,TBL,CAR,@,Ben Bishop,W,31,29,60:00
636,2016-02-23,CAR,PHI,h,Cam Ward,W,37,36,60:00
637,2016-02-23,PHI,CAR,@,Michal Neuvirth,L,18,15,57:38
638,2016-02-26,CAR,BOS,h,Cam Ward,L,21,18,57:24
639,2016-02-26,BOS,CAR,@,Tuukka Rask,W,40,39,60:00
640,2016-02-28,CAR,STL,h,Cam Ward,L,40,35,60:00
641,2016-02-28,STL,CAR,@,Jake Allen,W,34,32,59:51
642,2016-03-08,CAR,OTT,h,Cam Ward,W,24,21,63:02
643,2016-03-08,OTT,CAR,@,Andrew Hammond,O,37,34,64:56
644,2016-03-22,CAR,BUF,h,Cam Ward,L,25,22,57:47
645,2016-03-22,BUF,CAR,@,Chad Johnson,W,27,25,60:00
646,2016-03-26,CAR,NYI,h,Eddie Lack,O,31,27,64:46
647,2016-03-26,NYI,CAR,@,Jean-Francois Berube,W,36,33,64:43
648,2016-03-27,CAR,NJD,h,Cam Ward,W,25,23,60:00
649,2016-03-27,NJD,CAR,@,Scott Wedgewood,L,23,20,58:30
650,2016-03-31,CAR,NYR,h,Cam Ward,W,27,24,60:00
651,2016-03-31,NYR,CAR,@,Henrik Lundqvist,L,28,24,57:49
652,2016-04-02,CAR,CBJ,h,Eddie Lack,L,27,22,59:59
653,2016-04-02,CBJ,CAR,@,Joonas Korpisalo,W,27,26,60:00
654,2016-04-07,CAR,MTL,h,Cam Ward,L,31,27,56:51
655,2016-04-07,MTL,CAR,@,Charlie Lindgren,W,28,26,60:00
656,2015-10-07,CHI,NYR,h,Corey Crawford,L,27,24,58:15
657,2015-10-07,NYR,CHI,@,Henrik Lundqvist,W,34,32,59:32
658,2015-10-10,CHI,NYI,h,Scott Darling,W,29,28,59:38
659,2015-10-10,NYI,CHI,@,Jean-Francois Berube,L,34,30,59:50
660,2015-10-17,CHI,CBJ,h,Corey Crawford,W,23,22,59:56
661,2015-10-17,CBJ,CHI,@,Curtis McElhinney,L,29,26,59:06
662,2015-10-22,CHI,FLA,h,Corey Crawford,W,18,16,59:21
663,2015-10-22,FLA,CHI,@,Roberto Luongo,L,27,24,59:41
664,2015-10-24,CHI,TBL,h,Corey Crawford,W,21,21,60:17
665,2015-10-24,TBL,CHI,@,Kristers Gudlevskis,O,32,31,59:57
666,2015-10-26,CHI,ANA,h,Corey Crawford,W,39,39,60:51
667,2015-10-26,ANA,CHI,@,Frederik Andersen,O,24,23,60:51
668,2015-11-02,CHI,LAK,h,Corey Crawford,W,35,33,60:00
669,2015-11-02,LAK,CHI,@,Jonathan Quick,L,26,22,59:01
670,2015-11-04,CHI,STL,h,Corey Crawford,O,29,23,63:53
671,2015-11-04,STL,CHI,@,Jake Allen,W,28,27,46:51
672,2015-11-08,CHI,EDM,h,Corey Crawford,W,36,34,60:00
673,2015-11-08,EDM,CHI,@,Cam Talbot,L,28,24,58:07
674,2015-11-12,CHI,NJD,h,Corey Crawford,L,22,19,58:25
675,2015-11-12,NJD,CHI,@,Cory Schneider,W,29,27,60:00
676,2015-11-15,CHI,CGY,h,Scott Darling,W,26,25,60:00
677,2015-11-15,CGY,CHI,@,Karri Ramo,L,40,37,58:03
678,2015-12-01,CHI,MIN,h,Corey Crawford,L,36,34,58:12
679,2015-12-01,MIN,CHI,@,Devan Dubnyk,W,31,30,60:00
680,2015-12-06,CHI,WPG,h,Corey Crawford,W,31,30,60:00
681,2015-12-06,WPG,CHI,@,Michael Hutchinson,L,31,29,58:15
682,2015-12-08,CHI,NSH,h,Corey Crawford,W,37,36,60:00
683,2015-12-08,NSH,CHI,@,Pekka Rinne,L,23,20,58:56
684,2015-12-11,CHI,WPG,h,Corey Crawford,W,25,25,60:00
685,2015-12-11,WPG,CHI,@,Connor Hellebuyck,L,31,29,56:56
686,2015-12-13,CHI,VAN,h,Corey Crawford,W,30,30,60:00
687,2015-12-13,VAN,CHI,@,Ryan Miller,L,29,26,57:22
688,2015-12-15,CHI,COL,h,Corey Crawford,L,26,24,58:50
689,2015-12-15,COL,CHI,@,Semyon Varlamov,W,29,29,60:00
690,2015-12-17,CHI,EDM,h,Corey Crawford,W,33,33,59:58
691,2015-12-17,EDM,CHI,@,Cam Talbot,L,37,33,60:00
692,2015-12-20,CHI,SJS,h,Corey Crawford,W,36,33,62:21
693,2015-12-20,SJS,CHI,@,Martin Jones,O,32,28,62:21
694,2015-12-27,CHI,CAR,h,Corey Crawford,L,27,25,57:12
695,2015-12-27,CAR,CHI,@,Eddie Lack,W,36,35,60:00
696,2016-01-03,CHI,OTT,h,Corey Crawford,W,26,26,59:35
697,2016-01-03,OTT,CHI,@,Craig Anderson,L,29,27,58:44
698,2016-01-06,CHI,PIT,h,Scott Darling,W,18,17,60:00
699,2016-01-06,PIT,CHI,@,Marc-Andre Fleury,L,36,34,59:17
700,2016-01-08,CHI,BUF,h,Corey Crawford,W,29,28,60:00
701,2016-01-08,BUF,CHI,@,Chad Johnson,L,44,42,59:29
702,2016-01-10,CHI,COL,h,Corey Crawford,W,37,34,60:00
703,2016-01-10,COL,CHI,@,Semyon Varlamov,L,20,16,32:25
704,2016-01-12,CHI,NSH,h,Corey Crawford,W,43,41,60:00
705,2016-01-12,NSH,CHI,@,Pekka Rinne,L,23,20,58:14
706,2016-01-17,CHI,MTL,h,Corey Crawford,W,29,27,59:56
707,2016-01-17,MTL,CHI,@,Ben Scrivens,L,32,28,59:33
708,2016-01-24,CHI,STL,h,Corey Crawford,W,25,25,60:00
709,2016-01-24,STL,CHI,@,Brian Elliott,L,25,23,58:00
710,2016-02-09,CHI,SJS,h,Corey Crawford,L,26,25,58:25
711,2016-02-09,SJS,CHI,@,Martin Jones,W,33,33,60:00
712,2016-02-11,CHI,DAL,h,Scott Darling,,14,14,36:36
713,2016-02-11,DAL,CHI,@,Kari Lehtonen,W,46,44,60:00
714,2016-02-13,CHI,ANA,h,Corey Crawford,O,44,41,62:16
715,2016-02-13,ANA,CHI,@,John Gibson,,17,16,39:58
716,2016-02-15,CHI,TOR,h,Scott Darling,W,37,35,59:11
717,2016-02-15,TOR,CHI,@,James Reimer,L,32,25,60:00
718,2016-02-25,CHI,NSH,h,Corey Crawford,L,31,29,58:36
719,2016-02-25,NSH,CHI,@,Pekka Rinne,W,39,38,60:00
720,2016-02-28,CHI,WSH,h,Corey Crawford,W,30,28,60:00
721,2016-02-28,WSH,CHI,@,Braden Holtby,L,23,20,58:39
722,2016-03-06,CHI,DET,h,Corey Crawford,W,34,33,59:59
723,2016-03-06,DET,CHI,@,Jimmy Howard,,21,19,50:42
724,2016-03-14,CHI,LAK,h,Corey Crawford,L,25,20,60:00
725,2016-03-14,LAK,CHI,@,Jonathan Quick,W,32,32,60:00
726,2016-03-16,CHI,PHI,h,Scott Darling,L,29,26,57:53
727,2016-03-16,PHI,CHI,@,Michal Neuvirth,W,26,24,59:42
728,2016-03-20,CHI,MIN,h,Scott Darling,O,34,32,65:00
729,2016-03-20,MIN,CHI,@,Devan Dubnyk,W,31,29,65:00
730,2016-03-22,CHI,DAL,h,Michael Leighton,,17,16,39:29
731,2016-03-22,DAL,CHI,@,Kari Lehtonen,W,32,30,60:00
732,2016-04-03,CHI,BOS,h,Scott Darling,W,46,42,60:00
733,2016-04-03,BOS,CHI,@,Jonas Gustavsson,L,12,10,35:18
734,2016-04-05,CHI,ARI,h,Scott Darling,W,31,29,60:00
735,2016-04-05,ARI,CHI,@,Louis Domingue,L,32,26,59:55
736,2016-04-07,CHI,STL,h,Scott Darling,O,35,33,63:37
737,2016-04-07,STL,CHI,@,Brian Elliott,W,25,24,63:33
738,2015-10-08,DAL,PIT,h,Antti Niemi,W,37,37,59:50
739,2015-10-08,PIT,DAL,@,Marc-Andre Fleury,L,24,21,57:31
740,2015-10-13,DAL,EDM,h,Kari Lehtonen,W,28,26,59:16
741,2015-10-13,EDM,DAL,@,Anders Nilsson,L,51,48,59:28
