,date,team,against,home,goalie,dec,SA,SV,TOI
281,2016-01-02,WSH,CBJ,@,Braden Holtby,O,29,25,64:35
282,2016-01-05,CBJ,MIN,h,Anton Forsberg,L,31,29,58:34
283,2016-01-05,MIN,CBJ,@,Devan Dubnyk,W,31,29,59:24
284,2016-01-09,CBJ,CAR,h,Joonas Korpisalo,O,30,26,62:45
285,2016-01-09,CAR,CBJ,@,Cam Ward,W,24,21,62:44
286,2016-01-16,CBJ,COL,h,Joonas Korpisalo,W,30,29,59:57
287,2016-01-16,COL,CBJ,@,Calvin Pickard,L,21,19,58:53
288,2016-01-19,CBJ,WSH,h,Sergei Bobrovsky,L,27,22,57:40
289,2016-01-19,WSH,CBJ,@,Braden Holtby,W,35,32,60:00
290,2016-01-21,CBJ,CGY,h,Sergei Bobrovsky,,13,11,31:30
291,2016-01-21,CGY,CBJ,@,Karri Ramo,W,29,27,60:00
292,2016-01-25,CBJ,MTL,h,Joonas Korpisalo,W,34,32,60:00
293,2016-01-25,MTL,CBJ,@,Mike Condon,L,24,20,59:45
294,2016-02-09,CBJ,NYI,h,Joonas Korpisalo,O,46,44,65:00
295,2016-02-09,NYI,CBJ,@,Jaroslav Halak,W,31,29,65:00
296,2016-02-11,CBJ,ANA,h,Joonas Korpisalo,W,27,24,65:00
297,2016-02-11,ANA,CBJ,@,Frederik Andersen,O,34,31,64:40
298,2016-02-13,CBJ,OTT,h,Joonas Korpisalo,W,35,33,60:00
299,2016-02-13,OTT,CBJ,@,Craig Anderson,L,39,36,58:25
300,2016-02-16,CBJ,BOS,h,Joonas Korpisalo,O,30,28,60:33
301,2016-02-16,BOS,CBJ,@,Tuukka Rask,W,29,28,60:33
302,2016-02-19,CBJ,BUF,h,Joonas Korpisalo,L,31,27,51:30
303,2016-02-19,BUF,CBJ,@,Robin Lehner,W,38,38,60:00
304,2016-02-25,CBJ,NJD,h,Joonas Korpisalo,W,26,25,60:00
305,2016-02-25,NJD,CBJ,@,Keith Kinkaid,,13,10,40:00
306,2016-02-27,CBJ,FLA,h,Joonas Korpisalo,W,31,28,65:00
307,2016-02-27,FLA,CBJ,@,Roberto Luongo,O,25,22,64:25
308,2016-03-04,CBJ,EDM,h,Joonas Korpisalo,W,36,33,60:00
309,2016-03-04,EDM,CBJ,@,Laurent Brossoit,L,27,21,60:00
310,2016-03-08,CBJ,DET,h,Joonas Korpisalo,W,35,32,59:57
311,2016-03-08,DET,CBJ,@,Jimmy Howard,L,31,27,55:41
312,2016-03-11,CBJ,PIT,h,Sergei Bobrovsky,L,31,28,58:23
313,2016-03-11,PIT,CBJ,@,Marc-Andre Fleury,W,27,25,60:00
314,2016-03-13,CBJ,TBL,h,Sergei Bobrovsky,L,37,33,59:54
315,2016-03-13,TBL,CBJ,@,Ben Bishop,W,37,37,59:34
316,2016-03-17,CBJ,DET,h,Sergei Bobrovsky,L,22,19,59:19
317,2016-03-17,DET,CBJ,@,Jimmy Howard,W,28,27,60:00
318,2016-03-19,CBJ,NJD,h,Sergei Bobrovsky,W,30,27,60:00
319,2016-03-19,NJD,CBJ,@,Yann Danis,L,15,12,36:46
320,2016-03-22,CBJ,PHI,h,Sergei Bobrovsky,W,33,31,63:17
321,2016-03-22,PHI,CBJ,@,Steve Mason,O,53,51,65:00
322,2016-03-24,CBJ,CAR,h,Sergei Bobrovsky,L,24,21,58:30
323,2016-03-24,CAR,CBJ,@,Eddie Lack,W,44,42,60:00
324,2016-04-04,CBJ,NYR,h,Joonas Korpisalo,L,29,26,58:25
325,2016-04-04,NYR,CBJ,@,Henrik Lundqvist,W,29,27,60:00
326,2016-04-09,CBJ,CHI,h,Sergei Bobrovsky,W,26,22,62:23
327,2016-04-09,CHI,CBJ,@,Corey Crawford,O,25,20,62:28
328,2015-10-08,BOS,WPG,h,Tuukka Rask,L,31,26,59:42
329,2015-10-08,WPG,BOS,@,Ondrej Pavelec,W,31,29,60:00
330,2015-10-10,BOS,MTL,h,Tuukka Rask,L,37,34,59:05
331,2015-10-10,MTL,BOS,@,Carey Price,W,21,19,59:39
332,2015-10-12,BOS,TBL,h,Tuukka Rask,L,23,17,59:09
333,2015-10-12,TBL,BOS,@,Ben Bishop,W,30,27,60:00
334,2015-10-21,BOS,PHI,h,Tuukka Rask,O,37,32,62:09
335,2015-10-21,PHI,BOS,@,Steve Mason,W,18,16,42:09
336,2015-10-27,BOS,ARI,h,Tuukka Rask,W,24,24,60:00
337,2015-10-27,ARI,BOS,@,Mike Smith,L,27,21,60:00
338,2015-11-03,BOS,DAL,h,Tuukka Rask,L,19,14,57:52
339,2015-11-03,DAL,BOS,@,Kari Lehtonen,W,39,36,60:00
340,2015-11-12,BOS,COL,h,Tuukka Rask,L,30,27,58:00
341,2015-11-12,COL,BOS,@,Reto Berra,W,27,25,60:00
342,2015-11-14,BOS,DET,h,Tuukka Rask,W,23,22,60:00
343,2015-11-14,DET,BOS,@,Petr Mrazek,L,31,28,57:38
344,2015-11-17,BOS,SJS,h,Tuukka Rask,L,28,23,59:25
345,2015-11-17,SJS,BOS,@,Martin Jones,W,29,25,60:00
346,2015-11-19,BOS,MIN,h,Jonas Gustavsson,W,26,24,59:50
347,2015-11-19,MIN,BOS,@,Devan Dubnyk,L,38,34,57:53
348,2015-11-21,BOS,TOR,h,Tuukka Rask,W,22,22,60:00
349,2015-11-21,TOR,BOS,@,James Reimer,L,36,35,58:03
350,2015-11-27,BOS,NYR,h,Tuukka Rask,W,27,24,60:00
351,2015-11-27,NYR,BOS,@,Henrik Lundqvist,L,34,30,58:45
352,2015-12-07,BOS,NSH,h,Jonas Gustavsson,L,33,30,58:37
353,2015-12-07,NSH,BOS,@,Carter Hutton,W,17,15,59:11
354,2015-12-12,BOS,FLA,h,Tuukka Rask,W,27,26,60:00
355,2015-12-12,FLA,BOS,@,Roberto Luongo,L,24,22,59:58
356,2015-12-14,BOS,EDM,h,Jonas Gustavsson,O,24,21,60:41
357,2015-12-14,EDM,BOS,@,Cam Talbot,W,49,47,60:34
358,2015-12-16,BOS,PIT,h,Tuukka Rask,W,34,34,59:50
359,2015-12-16,PIT,BOS,@,Jeff Zatkoff,L,28,26,59:38
360,2015-12-20,BOS,NJD,h,Jonas Gustavsson,W,30,29,65:00
361,2015-12-20,NJD,BOS,@,Cory Schneider,O,39,38,65:00
362,2015-12-22,BOS,STL,h,Tuukka Rask,L,29,27,57:28
363,2015-12-22,STL,BOS,@,Jake Allen,W,32,32,59:49
364,2015-12-26,BOS,BUF,h,Jonas Gustavsson,L,27,23,59:01
365,2015-12-26,BUF,BOS,@,Chad Johnson,W,33,30,60:00
366,2015-12-29,BOS,OTT,h,Tuukka Rask,W,32,29,59:46
367,2015-12-29,OTT,BOS,@,Craig Anderson,L,37,30,60:00
368,2016-01-01,BOS,MTL,h,Tuukka Rask,L,30,25,59:44
