,date,team,against,home,goalie,dec,SA,SV,TOI
61,2012-02-26,CHI,ANA,@,Ray Emery,L,38,35,58:33
62,2012-02-29,ANA,BUF,h,Jonas Hiller,L,24,22,57:55
63,2012-02-29,BUF,ANA,@,Ryan Miller,W,43,43,59:58
64,2012-03-02,ANA,CGY,h,Jonas Hiller,W,29,27,59:57
65,2012-03-02,CGY,ANA,@,Leland Irving,L,38,35,59:34
66,2012-03-05,ANA,EDM,h,Jonas Hiller,W,36,34,60:00
67,2012-03-05,EDM,ANA,@,Nikolai Khabibulin,L,30,26,58:50
68,2012-03-14,ANA,DET,h,Jonas Hiller,W,23,23,59:49
69,2012-03-14,DET,ANA,@,Joey MacDonald,L,24,20,60:00
70,2012-03-16,ANA,LAK,h,Jonas Hiller,L,42,39,59:39
71,2012-03-16,LAK,ANA,@,Jonathan Quick,W,20,18,59:54
72,2012-03-18,ANA,NSH,h,Jonas Hiller,L,26,24,59:00
73,2012-03-18,NSH,ANA,@,Anders Lindback,W,31,30,60:00
74,2012-03-21,ANA,STL,h,Jonas Hiller,W,38,35,60:00
75,2012-03-21,STL,ANA,@,Jaroslav Halak,L,22,18,59:14
76,2012-03-25,ANA,BOS,h,Jonas Hiller,L,25,22,58:55
77,2012-03-25,BOS,ANA,@,Marty Turco,W,27,25,60:00
78,2012-03-28,ANA,SJS,h,Jonas Hiller,W,29,28,60:00
79,2012-03-28,SJS,ANA,@,Antti Niemi,L,27,25,59:13
80,2012-04-01,ANA,EDM,h,Jonas Hiller,L,15,13,59:28
81,2012-04-01,EDM,ANA,@,Devan Dubnyk,W,33,32,60:00
82,2011-10-08,COL,DET,h,Semyon Varlamov,L,38,36,59:56
83,2011-10-08,DET,COL,@,Ty Conklin,W,29,29,59:53
84,2011-10-20,COL,CHI,h,Semyon Varlamov,L,29,27,58:34
85,2011-10-20,CHI,COL,@,Corey Crawford,W,32,31,60:00
86,2011-10-28,COL,EDM,h,Semyon Varlamov,L,19,16,57:57
87,2011-10-28,EDM,COL,@,Devan Dubnyk,W,41,40,60:00
88,2011-10-30,COL,LAK,h,Semyon Varlamov,W,32,30,59:59
89,2011-10-30,LAK,COL,@,Jonathan Quick,L,16,13,59:14
90,2011-11-02,COL,PHX,h,Semyon Varlamov,L,27,24,59:48
91,2011-11-02,PHX,COL,@,Mike Smith,W,40,39,60:00
92,2011-11-06,COL,CGY,h,Semyon Varlamov,L,23,21,59:08
93,2011-11-06,CGY,COL,@,Miikka Kiprusoff,W,33,32,60:00
94,2011-11-10,COL,NYI,h,Jean-Sebastien Giguere,W,33,30,62:39
95,2011-11-10,NYI,COL,@,Al Montoya,O,51,47,62:17
96,2011-11-12,COL,CGY,h,Semyon Varlamov,L,20,16,58:09
97,2011-11-12,CGY,COL,@,Miikka Kiprusoff,W,39,36,59:39
98,2011-11-18,COL,DAL,h,Jean-Sebastien Giguere,W,24,24,59:58
99,2011-11-18,DAL,COL,@,Kari Lehtonen,L,44,42,59:20
100,2011-11-20,COL,SJS,h,Jean-Sebastien Giguere,L,17,14,59:33
101,2011-11-20,SJS,COL,@,Thomas Greiss,W,37,36,59:45
102,2011-11-23,COL,VAN,h,Semyon Varlamov,L,28,26,59:37
103,2011-11-23,VAN,COL,@,Cory Schneider,W,24,24,59:48
104,2011-11-26,COL,EDM,h,Semyon Varlamov,W,33,31,60:00
105,2011-11-26,EDM,COL,@,Devan Dubnyk,L,28,24,59:44
106,2011-11-28,COL,DAL,h,Semyon Varlamov,L,34,32,59:06
107,2011-11-28,DAL,COL,@,Andrew Raycroft,W,36,35,60:00
108,2011-11-30,COL,NJD,h,Semyon Varlamov,W,19,18,60:00
109,2011-11-30,NJD,COL,@,Martin Brodeur,L,25,19,59:56
110,2011-12-02,COL,STL,h,Semyon Varlamov,W,37,35,64:48
111,2011-12-02,STL,COL,@,Jaroslav Halak,O,35,33,65:00
112,2011-12-04,COL,DET,h,Semyon Varlamov,W,29,27,59:43
113,2011-12-04,DET,COL,@,Ty Conklin,L,34,31,58:58
114,2011-12-13,COL,SJS,h,Semyon Varlamov,W,30,27,64:46
115,2011-12-13,SJS,COL,@,Antti Niemi,O,33,30,63:46
116,2011-12-17,COL,WSH,h,Jean-Sebastien Giguere,W,26,25,59:56
117,2011-12-17,WSH,COL,@,Michal Neuvirth,L,28,26,59:02
118,2011-12-19,COL,PHI,h,Jean-Sebastien Giguere,W,33,31,65:00
119,2011-12-19,PHI,COL,@,Ilya Bryzgalov,O,27,25,64:40
120,2011-12-21,COL,STL,h,Jean-Sebastien Giguere,W,39,37,60:00
121,2011-12-21,STL,COL,@,Brian Elliott,L,22,19,58:42
122,2011-12-23,COL,TBL,h,Jean-Sebastien Giguere,W,30,29,63:17
123,2011-12-23,TBL,COL,@,Mathieu Garon,O,29,27,63:22
124,2011-12-27,COL,WPG,h,Jean-Sebastien Giguere,L,26,22,60:00
125,2011-12-27,WPG,COL,@,Ondrej Pavelec,W,33,32,60:00
126,2011-12-29,COL,PHX,h,Semyon Varlamov,W,27,25,59:58
127,2011-12-29,PHX,COL,@,Jason LaBarbera,L,35,32,59:16
128,2012-01-10,COL,NSH,h,Semyon Varlamov,L,26,22,60:00
129,2012-01-10,NSH,COL,@,Pekka Rinne,W,33,32,59:57
130,2012-01-18,COL,FLA,h,Jean-Sebastien Giguere,W,29,26,63:55
131,2012-01-18,FLA,COL,@,Jose Theodore,O,44,40,63:53
132,2012-01-24,COL,MIN,h,Jean-Sebastien Giguere,L,34,31,59:04
133,2012-01-24,MIN,COL,@,Niklas Backstrom,W,26,24,60:00
134,2012-02-02,COL,MIN,h,Jean-Sebastien Giguere,L,21,20,58:14
135,2012-02-02,MIN,COL,@,Niklas Backstrom,W,37,37,60:00
136,2012-02-04,COL,VAN,h,Jean-Sebastien Giguere,O,29,27,65:00
137,2012-02-04,VAN,COL,@,Roberto Luongo,W,46,44,63:56
138,2012-02-07,COL,CHI,h,Jean-Sebastien Giguere,W,31,29,60:00
139,2012-02-07,CHI,COL,@,Ray Emery,L,28,24,59:48
140,2012-02-10,COL,CAR,h,Jean-Sebastien Giguere,W,42,39,64:58
141,2012-02-10,CAR,COL,@,Cam Ward,O,33,29,64:58
142,2012-02-22,COL,LAK,h,Semyon Varlamov,W,33,32,60:00
143,2012-02-22,LAK,COL,@,Jonathan Bernier,\,16,15,40:00
144,2012-02-27,COL,ANA,h,Semyon Varlamov,W,28,27,60:00
145,2012-02-27,ANA,COL,@,Jonas Hiller,L,23,19,59:51
146,2012-03-01,COL,CBJ,h,Semyon Varlamov,L,28,26,58:10
147,2012-03-01,CBJ,COL,@,Steve Mason,W,33,33,60:00
148,2012-03-03,COL,PIT,h,Jean-Sebastien Giguere,L,27,23,58:43
149,2012-03-03,PIT,COL,@,Marc-Andre Fleury,W,36,35,60:00
150,2012-03-06,COL,MIN,h,Semyon Varlamov,W,22,21,59:51
151,2012-03-06,MIN,COL,@,Matt Hackett,L,21,17,35:32
152,2012-03-10,COL,EDM,h,Semyon Varlamov,W,30,28,65:00
153,2012-03-10,EDM,COL,@,Nikolai Khabibulin,O,32,30,65:00
154,2012-03-12,COL,ANA,h,Semyon Varlamov,W,40,38,61:52
155,2012-03-12,ANA,COL,@,Jonas Hiller,O,33,30,61:52
156,2012-03-20,COL,CGY,h,Semyon Varlamov,W,32,31,63:51
157,2012-03-20,CGY,COL,@,Miikka Kiprusoff,O,33,31,63:51
158,2012-03-24,COL,VAN,h,Semyon Varlamov,O,32,29,61:38
159,2012-03-24,VAN,COL,@,Roberto Luongo,W,40,38,61:40
160,2012-04-05,COL,CBJ,h,Semyon Varlamov,L,27,23,57:15
161,2012-04-05,CBJ,COL,@,Steve Mason,W,37,35,60:00
162,2012-04-07,COL,NSH,h,Jean-Sebastien Giguere,L,29,23,60:00
163,2012-04-07,NSH,COL,@,Anders Lindback,W,35,34,42:05
164,2011-10-07,CBJ,NSH,h,Steve Mason,L,31,28,58:46
165,2011-10-07,NSH,CBJ,@,Pekka Rinne,W,34,32,60:00
166,2011-10-10,CBJ,VAN,h,Steve Mason,L,25,22,58:29
167,2011-10-10,VAN,CBJ,@,Cory Schneider,W,25,23,60:00
168,2011-10-12,CBJ,COL,h,Steve Mason,O,32,30,65:00
169,2011-10-12,COL,CBJ,@,Semyon Varlamov,W,33,31,64:32
170,2011-10-18,CBJ,DAL,h,Steve Mason,L,18,15,58:27
171,2011-10-18,DAL,CBJ,@,Kari Lehtonen,W,40,38,60:00
172,2011-10-25,CBJ,DET,h,Steve Mason,W,31,30,57:21
173,2011-10-25,DET,CBJ,@,Ty Conklin,L,31,28,58:30
174,2011-10-30,CBJ,ANA,h,Steve Mason,W,20,19,59:55
175,2011-10-30,ANA,CBJ,@,Dan Ellis,L,21,18,58:56
176,2011-11-03,CBJ,TOR,h,Allen York,\,7,7,34:28
177,2011-11-03,TOR,CBJ,@,Ben Scrivens,W,39,38,60:00
178,2011-11-10,CBJ,CHI,h,Steve Mason,L,36,30,59:47
179,2011-11-10,CHI,CBJ,@,Corey Crawford,W,30,27,59:59
180,2011-11-12,CBJ,WPG,h,Steve Mason,W,36,35,59:55
181,2011-11-12,WPG,CBJ,@,Ondrej Pavelec,L,27,25,58:26
182,2011-11-15,CBJ,MIN,h,Steve Mason,L,23,20,58:34
183,2011-11-15,MIN,CBJ,@,Niklas Backstrom,W,45,43,60:00
184,2011-11-21,CBJ,CGY,h,Curtis Sanford,W,28,27,59:55
185,2011-11-21,CGY,CBJ,@,Henrik Karlsson,L,29,26,59:50
186,2011-11-25,CBJ,BUF,h,Curtis Sanford,W,29,28,59:56
187,2011-11-25,BUF,CBJ,@,Drew MacIntyre,\,16,15,35:31
188,2011-11-27,CBJ,STL,h,Curtis Sanford,L,29,27,59:14
189,2011-11-27,STL,CBJ,@,Brian Elliott,W,24,23,59:53
190,2011-12-08,CBJ,NSH,h,Curtis Sanford,O,22,18,61:45
191,2011-12-08,NSH,CBJ,@,Pekka Rinne,W,24,21,60:22
192,2011-12-10,CBJ,BOS,h,Curtis Sanford,L,29,24,59:49
193,2011-12-10,BOS,CBJ,@,Tim Thomas,\,25,22,40:00
194,2011-12-13,CBJ,VAN,h,Steve Mason,W,31,30,61:32
195,2011-12-13,VAN,CBJ,@,Roberto Luongo,O,30,29,65:00
196,2011-12-15,CBJ,LAK,h,Curtis Sanford,L,41,39,58:24
197,2011-12-15,LAK,CBJ,@,Jonathan Quick,W,25,24,60:00
198,2011-12-17,CBJ,TBL,h,Steve Mason,L,28,25,59:09
199,2011-12-17,TBL,CBJ,@,Mathieu Garon,W,28,26,60:00
200,2011-12-27,CBJ,CGY,h,Steve Mason,O,26,25,64:34
201,2011-12-27,CGY,CBJ,@,Miikka Kiprusoff,W,28,27,64:59
202,2011-12-31,CBJ,WSH,h,Steve Mason,L,26,22,57:47
203,2011-12-31,WSH,CBJ,@,Tomas Vokoun,W,37,35,60:00
204,2012-01-13,CBJ,PHX,h,Curtis Sanford,W,35,32,59:56
205,2012-01-13,PHX,CBJ,@,Jason LaBarbera,L,32,28,59:09
206,2012-01-14,CBJ,SJS,h,Curtis Sanford,L,33,31,59:33
207,2012-01-14,SJS,CBJ,@,Thomas Greiss,W,26,25,60:00
208,2012-01-17,CBJ,EDM,h,Curtis Sanford,W,23,21,60:00
209,2012-01-17,EDM,CBJ,@,Devan Dubnyk,L,24,21,59:32
210,2012-01-19,CBJ,NSH,h,Steve Mason,L,24,22,59:10
211,2012-01-19,NSH,CBJ,@,Pekka Rinne,W,38,38,60:00
212,2012-02-07,CBJ,MIN,h,Curtis Sanford,W,29,28,59:51
213,2012-02-07,MIN,CBJ,@,Niklas Backstrom,L,37,34,59:33
214,2012-02-09,CBJ,DAL,h,Curtis Sanford,L,34,31,58:40
215,2012-02-09,DAL,CBJ,@,Kari Lehtonen,W,28,26,60:00
216,2012-02-12,CBJ,ANA,h,Steve Mason,L,35,30,58:33
217,2012-02-12,ANA,CBJ,@,Jonas Hiller,W,27,24,59:51
218,2012-02-14,CBJ,STL,h,Steve Mason,W,32,31,60:00
219,2012-02-14,STL,CBJ,@,Jaroslav Halak,L,33,31,59:00
220,2012-02-18,CBJ,CHI,h,Steve Mason,L,20,16,35:30
221,2012-02-18,CHI,CBJ,@,Corey Crawford,W,34,33,60:00
222,2012-02-21,CBJ,SJS,h,Steve Mason,W,41,38,60:00
223,2012-02-21,SJS,CBJ,@,Thomas Greiss,L,24,21,44:42
224,2012-02-24,CBJ,COL,h,Steve Mason,L,25,20,59:40
225,2012-02-24,COL,CBJ,@,Semyon Varlamov,W,28,28,60:00
226,2012-02-28,CBJ,DET,h,Curtis Sanford,L,25,20,60:00
227,2012-02-28,DET,CBJ,@,Joey MacDonald,W,30,28,59:52
228,2012-03-06,CBJ,PHX,h,Steve Mason,W,40,38,60:00
229,2012-03-06,PHX,CBJ,@,Jason LaBarbera,L,25,24,54:39
230,2012-03-08,CBJ,LAK,h,Steve Mason,W,17,16,31:08
231,2012-03-08,LAK,CBJ,@,Jonathan Bernier,L,36,33,58:34
232,2012-03-11,CBJ,STL,h,Curtis Sanford,L,26,24,59:07
233,2012-03-11,STL,CBJ,@,Jaroslav Halak,W,34,33,60:00
234,2012-03-20,CBJ,CHI,h,Steve Mason,L,27,22,60:00
235,2012-03-20,CHI,CBJ,@,Corey Crawford,W,25,24,60:00
236,2012-03-23,CBJ,CAR,h,Steve Mason,W,40,39,60:00
237,2012-03-23,CAR,CBJ,@,Cam Ward,L,26,21,60:00
238,2012-03-25,CBJ,EDM,h,Steve Mason,L,26,21,39:41
239,2012-03-25,EDM,CBJ,@,Devan Dubnyk,W,32,29,60:00
240,2012-03-28,CBJ,DET,h,Allen York,W,31,29,60:00
241,2012-03-28,DET,CBJ,@,Ty Conklin,L,31,27,57:58
242,2012-03-30,CBJ,FLA,h,Allen York,W,31,30,60:00
243,2012-03-30,FLA,CBJ,@,Jose Theodore,L,28,25,59:12
244,2012-04-07,CBJ,NYI,h,Steve Mason,W,38,35,57:18
245,2012-04-07,NYI,CBJ,@,Al Montoya,L,37,30,60:00
246,2011-10-06,BOS,PHI,h,Tim Thomas,L,29,27,59:15
247,2011-10-06,PHI,BOS,@,Ilya Bryzgalov,W,23,22,60:00
248,2011-10-08,BOS,TBL,h,Tim Thomas,W,26,25,59:59
249,2011-10-08,TBL,BOS,@,Mathieu Garon,L,42,38,59:53
250,2011-10-10,BOS,COL,h,Tuukka Rask,L,36,35,58:50
251,2011-10-10,COL,BOS,@,Semyon Varlamov,W,30,30,60:00
252,2011-10-18,BOS,CAR,h,Tuukka Rask,L,23,19,60:00
253,2011-10-18,CAR,BOS,@,Cam Ward,W,34,33,60:00
254,2011-10-20,BOS,TOR,h,Tim Thomas,W,28,26,60:00
255,2011-10-20,TOR,BOS,@,Jonas Gustavsson,L,43,37,60:00
256,2011-10-22,BOS,SJS,h,Tim Thomas,L,29,26,59:03
257,2011-10-22,SJS,BOS,@,Antti Niemi,W,39,37,60:00
258,2011-10-27,BOS,MTL,h,Tim Thomas,L,35,33,58:52
259,2011-10-27,MTL,BOS,@,Carey Price,W,30,29,60:00
260,2011-11-01,BOS,OTT,h,Tim Thomas,W,26,23,59:58
261,2011-11-01,OTT,BOS,@,Craig Anderson,L,41,36,57:22
262,2011-11-07,BOS,NYI,h,Tuukka Rask,W,26,24,60:00
263,2011-11-07,NYI,BOS,@,Al Montoya,\,24,22,44:28
264,2011-11-10,BOS,EDM,h,Tuukka Rask,W,30,27,60:00
265,2011-11-10,EDM,BOS,@,Devan Dubnyk,L,28,22,59:44
266,2011-11-12,BOS,BUF,h,Tim Thomas,W,23,21,60:00
267,2011-11-12,BUF,BOS,@,Ryan Miller,L,22,19,40:00
268,2011-11-15,BOS,NJD,h,Tim Thomas,W,30,27,60:00
269,2011-11-15,NJD,BOS,@,Johan Hedberg,L,37,33,59:09
270,2011-11-17,BOS,CBJ,h,Tuukka Rask,W,31,30,65:00
271,2011-11-17,CBJ,BOS,@,Curtis Sanford,O,27,26,64:49
272,2011-11-25,BOS,DET,h,Tuukka Rask,O,31,29,65:00
273,2011-11-25,DET,BOS,@,Jimmy Howard,W,43,41,64:46
274,2011-11-26,BOS,WPG,h,Tim Thomas,W,42,40,60:00
275,2011-11-26,WPG,BOS,@,Ondrej Pavelec,L,35,32,59:04
276,2011-12-03,BOS,TOR,h,Tuukka Rask,W,22,21,60:00
277,2011-12-03,TOR,BOS,@,James Reimer,L,30,26,60:00
278,2011-12-08,BOS,FLA,h,Tim Thomas,L,29,28,58:50
279,2011-12-08,FLA,BOS,@,Jose Theodore,W,40,40,60:00
280,2011-12-13,BOS,LAK,h,Tuukka Rask,W,41,41,60:00
281,2011-12-13,LAK,BOS,@,Jonathan Quick,L,22,19,60:00
282,2011-12-19,BOS,MTL,h,Tim Thomas,W,35,33,60:00
283,2011-12-19,MTL,BOS,@,Carey Price,L,31,28,58:59
284,2011-12-23,BOS,FLA,h,Tuukka Rask,W,30,30,60:00
285,2011-12-23,FLA,BOS,@,Scott Clemmensen,\,21,17,40:00
286,2012-01-05,BOS,CGY,h,Tuukka Rask,W,25,25,60:00
287,2012-01-05,CGY,BOS,@,Miikka Kiprusoff,\,21,18,35:45
288,2012-01-07,BOS,VAN,h,Tim Thomas,L,36,32,59:07
289,2012-01-07,VAN,BOS,@,Cory Schneider,W,39,36,59:56
290,2012-01-10,BOS,WPG,h,Tuukka Rask,W,32,29,60:00
291,2012-01-10,WPG,BOS,@,Ondrej Pavelec,L,42,37,60:00
292,2012-01-12,BOS,MTL,h,Tim Thomas,W,34,33,59:56
293,2012-01-12,MTL,BOS,@,Carey Price,L,30,28,58:59
294,2012-01-21,BOS,NYR,h,Tuukka Rask,O,33,30,64:56
295,2012-01-21,NYR,BOS,@,Henrik Lundqvist,W,34,32,64:51
296,2012-01-31,BOS,OTT,h,Tim Thomas,W,33,30,60:00
297,2012-01-31,OTT,BOS,@,Craig Anderson,L,30,26,59:21
298,2012-02-02,BOS,CAR,h,Tuukka Rask,L,31,28,59:42
299,2012-02-02,CAR,BOS,@,Cam Ward,W,47,47,60:00
300,2012-02-04,BOS,PIT,h,Tim Thomas,L,28,26,59:18
301,2012-02-04,PIT,BOS,@,Marc-Andre Fleury,W,29,28,60:00
302,2012-02-11,BOS,NSH,h,Tim Thomas,W,22,19,64:58
303,2012-02-11,NSH,BOS,@,Pekka Rinne,O,41,38,65:00
304,2012-02-14,BOS,NYR,h,Tim Thomas,L,20,17,60:00
305,2012-02-14,NYR,BOS,@,Henrik Lundqvist,W,42,42,60:00
306,2012-02-28,BOS,OTT,h,Tim Thomas,L,38,37,59:02
307,2012-02-28,OTT,BOS,@,Robin Lehner,W,32,32,60:00
308,2012-03-01,BOS,NJD,h,Tim Thomas,W,31,28,62:59
309,2012-03-01,NJD,BOS,@,Martin Brodeur,O,25,21,62:59
310,2012-03-03,BOS,NYI,h,Tim Thomas,L,13,11,29:40
311,2012-03-03,NYI,BOS,@,Evgeni Nabokov,W,34,32,60:00
312,2012-03-08,BOS,BUF,h,Tim Thomas,W,20,19,60:00
313,2012-03-08,BUF,BOS,@,Jhonas Enroth,L,28,25,56:47
314,2012-03-10,BOS,WSH,h,Tim Thomas,L,30,26,58:40
315,2012-03-10,WSH,BOS,@,Tomas Vokoun,W,33,30,59:52
316,2012-03-17,BOS,PHI,h,Tim Thomas,W,29,27,65:00
317,2012-03-17,PHI,BOS,@,Ilya Bryzgalov,O,33,31,64:58
318,2012-03-19,BOS,TOR,h,Tim Thomas,W,13,13,60:00
319,2012-03-19,TOR,BOS,@,Jonas Gustavsson,\,15,11,47:15
320,2012-03-27,BOS,TBL,h,Tim Thomas,W,18,16,59:56
321,2012-03-27,TBL,BOS,@,Dwayne Roloson,L,37,33,59:31
322,2012-03-29,BOS,WSH,h,Tim Thomas,O,23,21,65:00
323,2012-03-29,WSH,BOS,@,Michal Neuvirth,W,21,19,46:35
324,2012-04-03,BOS,PIT,h,Marty Turco,L,27,22,59:12
325,2012-04-03,PIT,BOS,@,Brent Johnson,W,29,26,60:00
326,2012-04-07,BOS,BUF,h,Tim Thomas,W,28,25,65:00
327,2012-04-07,BUF,BOS,@,Jhonas Enroth,O,40,37,65:00
328,2011-10-07,BUF,ANA,h,Ryan Miller,W,30,29,60:00
329,2011-10-07,ANA,BUF,@,Jonas Hiller,L,25,21,60:00
330,2011-10-14,BUF,CAR,h,Ryan Miller,L,34,30,58:52
331,2011-10-14,CAR,BUF,@,Cam Ward,W,42,39,60:00
332,2011-10-25,BUF,TBL,h,Ryan Miller,L,23,19,59:10
333,2011-10-25,TBL,BUF,@,Mathieu Garon,W,39,36,60:00
334,2011-10-27,BUF,CBJ,h,Jhonas Enroth,W,43,41,60:00
335,2011-10-27,CBJ,BUF,@,Steve Mason,L,26,22,59:00
336,2011-10-29,BUF,FLA,h,Ryan Miller,L,36,33,58:58
337,2011-10-29,FLA,BUF,@,Jose Theodore,W,26,24,60:00
338,2011-11-02,BUF,PHI,h,Jhonas Enroth,\,15,15,52:45
339,2011-11-02,PHI,BUF,@,Ilya Bryzgalov,W,31,29,60:00
340,2011-11-04,BUF,CGY,h,Jhonas Enroth,W,30,29,60:00
341,2011-11-04,CGY,BUF,@,Henrik Karlsson,L,44,42,58:56
342,2011-11-08,BUF,WPG,h,Ryan Miller,W,31,26,64:32
343,2011-11-08,WPG,BUF,@,Ondrej Pavelec,O,45,39,64:35
344,2011-11-11,BUF,OTT,h,Jhonas Enroth,W,37,36,60:00
345,2011-11-11,OTT,BUF,@,Alex Auld,\,15,12,57:35
346,2011-11-16,BUF,NJD,h,Jhonas Enroth,L,19,14,50:27
347,2011-11-16,NJD,BUF,@,Martin Brodeur,W,32,29,60:00
348,2011-11-19,BUF,PHX,h,Jhonas Enroth,L,28,25,59:04
349,2011-11-19,PHX,BUF,@,Mike Smith,W,45,43,60:00
350,2011-11-23,BUF,BOS,h,Jhonas Enroth,O,39,36,65:00
351,2011-11-23,BOS,BUF,@,Tim Thomas,W,34,31,64:50
352,2011-11-26,BUF,WSH,h,Jhonas Enroth,W,27,26,60:00
353,2011-11-26,WSH,BUF,@,Tomas Vokoun,L,28,23,60:00
354,2011-11-29,BUF,NYI,h,Jhonas Enroth,L,30,28,58:55
355,2011-11-29,NYI,BUF,@,Al Montoya,W,31,30,59:58
356,2011-12-02,BUF,DET,h,Jhonas Enroth,L,35,32,59:40
357,2011-12-02,DET,BUF,@,Jimmy Howard,W,28,27,60:00
358,2011-12-07,BUF,PHI,h,Ryan Miller,O,34,29,62:21
359,2011-12-07,PHI,BUF,@,Ilya Bryzgalov,W,24,20,62:37
360,2011-12-09,BUF,FLA,h,Ryan Miller,W,23,22,62:19
361,2011-12-09,FLA,BUF,@,Scott Clemmensen,O,20,18,62:19
362,2011-12-10,BUF,NYR,h,Jhonas Enroth,L,33,29,60:00
363,2011-12-10,NYR,BUF,@,Martin Biron,W,33,32,60:00
364,2011-12-13,BUF,OTT,h,Ryan Miller,O,44,41,60:45
365,2011-12-13,OTT,BUF,@,Craig Anderson,W,29,27,60:39
