,date,team,against,home,goalie,dec,SA,SV,TOI
368,2014-12-31,BOS,TOR,h,Tuukka Rask,O,21,18,65:00
369,2014-12-31,TOR,BOS,@,Jonathan Bernier,W,28,25,65:00
370,2015-01-03,BOS,OTT,h,Tuukka Rask,O,26,23,60:39
371,2015-01-03,OTT,BOS,@,Craig Anderson,W,28,26,60:42
372,2015-01-08,BOS,NJD,h,Niklas Svedberg,W,14,14,60:00
373,2015-01-08,NJD,BOS,@,Cory Schneider,L,42,40,58:22
374,2015-01-13,BOS,TBL,h,Tuukka Rask,W,19,16,59:52
375,2015-01-13,TBL,BOS,@,Ben Bishop,L,34,30,58:57
376,2015-01-15,BOS,NYR,h,Tuukka Rask,W,30,30,60:00
377,2015-01-15,NYR,BOS,@,Cam Talbot,L,32,29,60:00
378,2015-01-17,BOS,CBJ,h,Tuukka Rask,L,30,28,59:26
379,2015-01-17,CBJ,BOS,@,Curtis McElhinney,W,35,34,60:00
380,2015-01-31,BOS,LAK,h,Tuukka Rask,W,31,30,60:00
381,2015-01-31,LAK,BOS,@,Jonathan Quick,L,32,30,59:26
382,2015-02-07,BOS,NYI,h,Tuukka Rask,W,40,39,60:00
383,2015-02-07,NYI,BOS,@,Chad Johnson,L,36,34,58:32
384,2015-02-08,BOS,MTL,h,Tuukka Rask,L,33,31,58:59
385,2015-02-08,MTL,BOS,@,Carey Price,W,35,34,59:58
386,2015-02-10,BOS,DAL,h,Tuukka Rask,L,21,20,38:26
387,2015-02-10,DAL,BOS,@,Kari Lehtonen,W,44,41,60:00
388,2015-02-24,BOS,VAN,h,Tuukka Rask,L,28,26,57:54
389,2015-02-24,VAN,BOS,@,Eddie Lack,W,41,40,60:00
390,2015-02-28,BOS,ARI,h,Tuukka Rask,W,32,31,60:00
391,2015-02-28,ARI,BOS,@,Mike Smith,L,20,16,31:50
392,2015-03-05,BOS,CGY,h,Tuukka Rask,O,32,29,64:50
393,2015-03-05,CGY,BOS,@,Karri Ramo,W,37,34,65:00
394,2015-03-07,BOS,PHI,h,Tuukka Rask,W,31,29,61:55
395,2015-03-07,PHI,BOS,@,Steve Mason,O,37,34,63:52
396,2015-03-08,BOS,DET,h,Niklas Svedberg,W,39,36,60:00
397,2015-03-08,DET,BOS,@,Jonas Gustavsson,L,23,19,39:39
398,2015-03-12,BOS,TBL,h,Tuukka Rask,W,37,35,64:58
399,2015-03-12,TBL,BOS,@,Ben Bishop,O,30,28,65:00
400,2015-03-17,BOS,BUF,h,Niklas Svedberg,O,24,23,64:38
401,2015-03-17,BUF,BOS,@,Anders Lindback,W,45,44,64:14
402,2015-03-26,BOS,ANA,h,Tuukka Rask,O,32,29,63:05
403,2015-03-26,ANA,BOS,@,Frederik Andersen,W,29,27,62:38
404,2015-03-28,BOS,NYR,h,Niklas Svedberg,,18,16,39:50
405,2015-03-28,NYR,BOS,@,Henrik Lundqvist,L,30,26,60:00
406,2015-03-31,BOS,FLA,h,Tuukka Rask,W,24,22,60:00
407,2015-03-31,FLA,BOS,@,Roberto Luongo,L,29,26,59:00
408,2015-04-04,BOS,TOR,h,Tuukka Rask,W,28,27,65:00
409,2015-04-04,TOR,BOS,@,James Reimer,O,50,49,65:00
410,2014-10-09,BUF,CBJ,h,Jhonas Enroth,L,40,37,60:00
411,2014-10-09,CBJ,BUF,@,Sergei Bobrovsky,W,22,21,59:43
412,2014-10-13,BUF,ANA,h,Michal Neuvirth,L,44,39,59:46
413,2014-10-13,ANA,BUF,@,Frederik Andersen,W,12,11,59:47
414,2014-10-17,BUF,FLA,h,Jhonas Enroth,L,35,34,59:41
415,2014-10-17,FLA,BUF,@,Roberto Luongo,W,26,26,59:39
416,2014-10-18,BUF,BOS,h,Jhonas Enroth,L,36,32,60:00
417,2014-10-18,BOS,BUF,@,Niklas Svedberg,W,32,32,60:00
418,2014-10-30,BUF,BOS,h,Jhonas Enroth,O,37,34,61:11
419,2014-10-30,BOS,BUF,@,Niklas Svedberg,W,15,13,61:20
420,2014-11-02,BUF,DET,h,Michal Neuvirth,W,38,36,64:57
421,2014-11-02,DET,BUF,@,Jimmy Howard,O,21,19,64:51
422,2014-11-05,BUF,MTL,h,Michal Neuvirth,O,32,31,65:00
423,2014-11-05,MTL,BUF,@,Dustin Tokarski,W,32,31,65:00
424,2014-11-07,BUF,EDM,h,Michal Neuvirth,L,52,49,58:47
425,2014-11-07,EDM,BUF,@,Viktor Fasth,W,31,29,60:00
426,2014-11-08,BUF,PIT,h,Jhonas Enroth,L,39,33,60:00
427,2014-11-08,PIT,BUF,@,Marc-Andre Fleury,W,21,20,60:00
428,2014-11-15,BUF,TOR,h,Michal Neuvirth,W,34,32,60:00
429,2014-11-15,TOR,BUF,@,James Reimer,L,35,29,59:41
430,2014-11-18,BUF,SJS,h,Jhonas Enroth,W,20,19,40:00
431,2014-11-18,SJS,BUF,@,Troy Grosenick,L,13,10,58:26
432,2014-11-26,BUF,WPG,h,Jhonas Enroth,L,26,24,58:17
433,2014-11-26,WPG,BUF,@,Ondrej Pavelec,W,20,19,59:47
434,2014-11-28,BUF,MTL,h,Jhonas Enroth,W,31,30,60:00
435,2014-11-28,MTL,BUF,@,Carey Price,L,25,23,59:02
436,2014-12-02,BUF,TBL,h,Jhonas Enroth,W,27,26,65:00
437,2014-12-02,TBL,BUF,@,Evgeni Nabokov,O,22,21,65:00
438,2014-12-09,BUF,LAK,h,Jhonas Enroth,W,34,34,60:00
439,2014-12-09,LAK,BUF,@,Jonathan Quick,L,16,15,58:45
440,2014-12-11,BUF,CGY,h,Jhonas Enroth,W,45,42,60:00
441,2014-12-11,CGY,BUF,@,Karri Ramo,L,19,15,58:34
442,2014-12-13,BUF,FLA,h,Jhonas Enroth,W,28,25,60:29
443,2014-12-13,FLA,BUF,@,Al Montoya,O,32,28,60:29
444,2014-12-15,BUF,OTT,h,Jhonas Enroth,W,33,29,64:29
445,2014-12-15,OTT,BUF,@,Robin Lehner,O,33,29,65:00
446,2014-12-20,BUF,COL,h,Jhonas Enroth,L,22,18,56:16
447,2014-12-20,COL,BUF,@,Calvin Pickard,W,29,28,60:00
448,2014-12-27,BUF,NYI,h,Jhonas Enroth,W,36,33,65:00
449,2014-12-27,NYI,BUF,@,Kevin Poulin,O,26,23,65:00
450,2014-12-31,BUF,TBL,h,Jhonas Enroth,L,25,20,60:00
451,2014-12-31,TBL,BUF,@,Andrei Vasilevskiy,W,11,10,60:00
452,2015-01-02,BUF,FLA,h,Michal Neuvirth,L,33,31,57:02
453,2015-01-02,FLA,BUF,@,Roberto Luongo,W,30,30,60:00
454,2015-01-13,BUF,DET,h,Michal Neuvirth,L,30,27,58:14
455,2015-01-13,DET,BUF,@,Petr Mrazek,W,26,25,59:44
456,2015-01-15,BUF,MIN,h,Jhonas Enroth,L,37,30,60:00
457,2015-01-15,MIN,BUF,@,Devan Dubnyk,W,18,18,59:57
458,2015-01-17,BUF,PHI,h,Michal Neuvirth,L,32,28,58:15
459,2015-01-17,PHI,BUF,@,Rob Zepp,W,27,24,60:00
460,2015-02-05,BUF,STL,h,Jhonas Enroth,L,29,27,59:57
461,2015-02-05,STL,BUF,@,Jake Allen,W,23,23,60:00
462,2015-02-07,BUF,DAL,h,Jhonas Enroth,W,40,38,60:00
463,2015-02-07,DAL,BUF,@,Anders Lindback,L,24,21,57:56
464,2015-02-08,BUF,NYI,h,Michal Neuvirth,L,31,28,59:11
465,2015-02-08,NYI,BUF,@,Jaroslav Halak,W,10,8,60:00
466,2015-02-10,BUF,OTT,h,Jhonas Enroth,L,26,24,58:44
467,2015-02-10,OTT,BUF,@,Robin Lehner,W,36,35,60:00
468,2015-02-15,BUF,PHI,h,Michal Neuvirth,L,30,28,59:17
469,2015-02-15,PHI,BUF,@,Ray Emery,W,22,21,59:58
470,2015-02-20,BUF,NYR,h,Michal Neuvirth,L,43,40,59:04
471,2015-02-20,NYR,BUF,@,Mackenzie Skapski,W,25,24,59:57
472,2015-02-22,BUF,NSH,h,Michal Neuvirth,O,38,37,64:59
473,2015-02-22,NSH,BUF,@,Carter Hutton,W,17,16,64:46
474,2015-02-26,BUF,VAN,h,Michal Neuvirth,W,31,28,60:00
475,2015-02-26,VAN,BUF,@,Eddie Lack,L,23,18,58:45
476,2015-03-14,BUF,NYR,h,Anders Lindback,L,32,31,59:31
477,2015-03-14,NYR,BUF,@,Mackenzie Skapski,W,20,20,59:08
478,2015-03-16,BUF,WSH,h,Anders Lindback,O,38,35,64:45
479,2015-03-16,WSH,BUF,@,Braden Holtby,W,33,30,65:00
480,2015-03-20,BUF,NJD,h,Anders Lindback,L,27,24,60:00
481,2015-03-20,NJD,BUF,@,Keith Kinkaid,W,29,28,60:00
482,2015-03-26,BUF,ARI,h,Matt Hackett,O,42,38,60:07
483,2015-03-26,ARI,BUF,@,Mike Smith,W,35,32,60:54
484,2015-04-01,BUF,TOR,h,Anders Lindback,W,27,24,59:50
485,2015-04-01,TOR,BUF,@,Jonathan Bernier,L,31,27,57:54
486,2015-04-03,BUF,CHI,h,Anders Lindback,L,36,32,59:12
487,2015-04-03,CHI,BUF,@,Scott Darling,W,38,35,59:51
488,2015-04-06,BUF,CAR,h,Anders Lindback,W,52,49,60:00
489,2015-04-06,CAR,BUF,@,Cam Ward,L,25,21,57:57
490,2015-04-11,BUF,PIT,h,Anders Lindback,L,38,36,57:09
491,2015-04-11,PIT,BUF,@,Marc-Andre Fleury,W,28,28,60:00
492,2014-10-08,CGY,VAN,h,Jonas Hiller,L,32,29,58:39
493,2014-10-08,VAN,CGY,@,Ryan Miller,W,25,23,60:00
494,2014-10-21,CGY,TBL,h,Karri Ramo,O,22,20,62:43
495,2014-10-21,TBL,CGY,@,Evgeni Nabokov,W,22,21,63:00
496,2014-10-23,CGY,CAR,h,Jonas Hiller,W,16,16,60:00
497,2014-10-23,CAR,CGY,@,Cam Ward,L,24,19,60:00
498,2014-10-25,CGY,WSH,h,Karri Ramo,L,30,27,57:11
499,2014-10-25,WSH,CGY,@,Braden Holtby,W,21,20,60:00
500,2014-10-28,CGY,MTL,h,Jonas Hiller,O,19,18,64:58
501,2014-10-28,MTL,CGY,@,Carey Price,W,38,37,65:00
502,2014-10-31,CGY,NSH,h,Jonas Hiller,W,31,28,60:00
503,2014-10-31,NSH,CGY,@,Pekka Rinne,L,30,26,58:13
504,2014-11-13,CGY,ARI,h,Jonas Hiller,W,23,20,60:00
505,2014-11-13,ARI,CGY,@,Mike Smith,L,25,20,58:41
506,2014-11-15,CGY,OTT,h,Karri Ramo,W,25,23,59:19
507,2014-11-15,OTT,CGY,@,Craig Anderson,L,25,21,58:25
508,2014-11-18,CGY,ANA,h,Jonas Hiller,W,27,24,64:49
509,2014-11-18,ANA,CGY,@,Frederik Andersen,O,19,16,64:42
510,2014-11-20,CGY,CHI,h,Jonas Hiller,L,22,18,58:20
511,2014-11-20,CHI,CGY,@,Corey Crawford,W,27,24,60:00
512,2014-11-22,CGY,NJD,h,Karri Ramo,W,29,25,62:44
513,2014-11-22,NJD,CGY,@,Scott Clemmensen,O,37,33,65:00
514,2014-12-02,CGY,ARI,h,Karri Ramo,W,29,27,60:00
515,2014-12-02,ARI,CGY,@,Mike Smith,L,23,19,59:32
516,2014-12-04,CGY,COL,h,Karri Ramo,W,29,26,61:16
517,2014-12-04,COL,CGY,@,Semyon Varlamov,O,25,21,61:47
518,2014-12-06,CGY,SJS,h,Karri Ramo,L,30,27,58:01
519,2014-12-06,SJS,CGY,@,Antti Niemi,W,35,33,60:00
520,2014-12-16,CGY,NYR,h,Karri Ramo,L,13,9,30:36
521,2014-12-16,NYR,CGY,@,Henrik Lundqvist,W,31,29,60:00
522,2014-12-19,CGY,DAL,h,Jonas Hiller,L,21,19,58:16
523,2014-12-19,DAL,CGY,@,Kari Lehtonen,W,22,21,60:00
524,2014-12-27,CGY,EDM,h,Jonas Hiller,W,27,26,60:00
525,2014-12-27,EDM,CGY,@,Ben Scrivens,,21,20,50:10
526,2014-12-29,CGY,LAK,h,Jonas Hiller,W,27,26,60:00
527,2014-12-29,LAK,CGY,@,Jonathan Quick,L,15,13,58:35
528,2014-12-31,CGY,EDM,h,Jonas Hiller,W,20,17,60:49
529,2014-12-31,EDM,CGY,@,Ben Scrivens,O,28,24,61:08
530,2015-01-02,CGY,NYI,h,Jonas Hiller,L,24,22,58:10
531,2015-01-02,NYI,CGY,@,Jaroslav Halak,W,23,22,60:00
532,2015-01-07,CGY,DET,h,Karri Ramo,,13,12,30:11
533,2015-01-07,DET,CGY,@,Petr Mrazek,W,30,28,60:00
534,2015-01-09,CGY,FLA,h,Jonas Hiller,L,35,29,58:01
535,2015-01-09,FLA,CGY,@,Al Montoya,W,30,25,59:59
536,2015-01-27,CGY,BUF,h,Jonas Hiller,W,18,17,59:33
537,2015-01-27,BUF,CGY,@,Jhonas Enroth,L,31,27,59:45
538,2015-01-29,CGY,MIN,h,Jonas Hiller,L,32,31,58:18
539,2015-01-29,MIN,CGY,@,Devan Dubnyk,W,30,30,60:00
540,2015-01-31,CGY,EDM,h,Jonas Hiller,W,19,17,60:00
541,2015-01-31,EDM,CGY,@,Ben Scrivens,L,33,29,57:54
542,2015-02-02,CGY,WPG,h,Jonas Hiller,W,19,17,59:27
543,2015-02-02,WPG,CGY,@,Michael Hutchinson,L,23,19,47:23
544,2015-02-04,CGY,SJS,h,Jonas Hiller,W,29,28,60:00
545,2015-02-04,SJS,CGY,@,Alex Stalock,L,23,20,57:43
546,2015-02-06,CGY,PIT,h,Jonas Hiller,L,24,20,45:19
547,2015-02-06,PIT,CGY,@,Marc-Andre Fleury,W,21,21,60:00
548,2015-02-14,CGY,VAN,h,Karri Ramo,W,30,28,60:00
549,2015-02-14,VAN,CGY,@,Ryan Miller,L,34,31,58:19
550,2015-02-16,CGY,BOS,h,Jonas Hiller,W,16,16,44:08
551,2015-02-16,BOS,CGY,@,Tuukka Rask,O,27,23,64:58
552,2015-02-18,CGY,MIN,h,Jonas Hiller,O,29,26,61:50
553,2015-02-18,MIN,CGY,@,Devan Dubnyk,W,37,35,61:50
554,2015-02-20,CGY,ANA,h,Jonas Hiller,L,37,32,58:51
555,2015-02-20,ANA,CGY,@,John Gibson,W,28,25,60:00
556,2015-03-11,CGY,ANA,h,Karri Ramo,W,32,29,60:00
557,2015-03-11,ANA,CGY,@,John Gibson,L,23,17,59:34
558,2015-03-13,CGY,TOR,h,Jonas Hiller,W,28,25,60:00
559,2015-03-13,TOR,CGY,@,James Reimer,L,28,22,60:00
560,2015-03-17,CGY,STL,h,Jonas Hiller,L,25,22,57:16
561,2015-03-17,STL,CGY,@,Brian Elliott,W,25,25,60:00
562,2015-03-19,CGY,PHI,h,Karri Ramo,W,27,26,60:00
563,2015-03-19,PHI,CGY,@,Steve Mason,L,16,14,37:57
564,2015-03-21,CGY,CBJ,h,Karri Ramo,O,26,23,64:01
565,2015-03-21,CBJ,CGY,@,Sergei Bobrovsky,W,40,38,64:01
566,2015-03-23,CGY,COL,h,Karri Ramo,W,27,25,60:00
567,2015-03-23,COL,CGY,@,Semyon Varlamov,L,26,23,58:04
568,2015-03-25,CGY,DAL,h,Karri Ramo,O,30,27,64:26
569,2015-03-25,DAL,CGY,@,Kari Lehtonen,W,34,31,64:58
570,2015-04-07,CGY,ARI,h,Jonas Hiller,W,24,22,59:49
571,2015-04-07,ARI,CGY,@,Mike Smith,L,32,29,58:33
572,2015-04-09,CGY,LAK,h,Jonas Hiller,W,34,33,59:51
573,2015-04-09,LAK,CGY,@,Jonathan Quick,L,24,22,59:10
574,2014-10-10,CAR,NYI,h,Cam Ward,L,26,21,58:36
575,2014-10-10,NYI,CAR,@,Jaroslav Halak,W,24,21,59:59
576,2014-10-14,CAR,BUF,h,Cam Ward,O,26,23,65:00
577,2014-10-14,BUF,CAR,@,Jhonas Enroth,W,25,22,65:00
578,2014-11-01,CAR,ARI,h,Cam Ward,W,25,25,59:48
579,2014-11-01,ARI,CAR,@,Mike Smith,L,35,32,60:00
580,2014-11-02,CAR,LAK,h,Cam Ward,W,32,30,60:00
581,2014-11-02,LAK,CAR,@,Jonathan Quick,L,32,29,59:25
582,2014-11-07,CAR,CBJ,h,Cam Ward,W,31,29,64:22
583,2014-11-07,CBJ,CAR,@,Curtis McElhinney,O,35,32,64:05
584,2014-11-10,CAR,CGY,h,Cam Ward,W,23,22,60:00
585,2014-11-10,CGY,CAR,@,Jonas Hiller,L,31,27,60:00
586,2014-11-13,CAR,WPG,h,Cam Ward,L,36,34,58:39
587,2014-11-13,WPG,CAR,@,Michael Hutchinson,W,23,22,59:57
588,2014-11-16,CAR,SJS,h,Anton Khudobin,L,18,17,58:56
589,2014-11-16,SJS,CAR,@,Troy Grosenick,W,45,45,59:56
590,2014-11-29,CAR,PIT,h,Anton Khudobin,L,33,30,58:31
591,2014-11-29,PIT,CAR,@,Thomas Greiss,W,34,32,59:53
592,2014-12-02,CAR,NSH,h,Cam Ward,W,33,32,60:00
593,2014-12-02,NSH,CAR,@,Pekka Rinne,L,25,23,58:40
594,2014-12-04,CAR,WSH,h,Anton Khudobin,L,28,26,57:03
595,2014-12-04,WSH,CAR,@,Braden Holtby,W,30,29,60:00
596,2014-12-07,CAR,DET,h,Cam Ward,L,22,19,57:50
597,2014-12-07,DET,CAR,@,Petr Mrazek,W,35,34,60:00
598,2014-12-08,CAR,NJD,h,Cam Ward,L,16,14,57:52
599,2014-12-08,NJD,CAR,@,Cory Schneider,W,40,39,60:00
600,2014-12-18,CAR,TOR,h,Cam Ward,W,26,25,60:00
601,2014-12-18,TOR,CAR,@,Jonathan Bernier,L,36,33,58:42
602,2014-12-20,CAR,NYR,h,Cam Ward,O,34,32,65:00
603,2014-12-20,NYR,CAR,@,Henrik Lundqvist,W,20,18,64:55
604,2014-12-29,CAR,MTL,h,Cam Ward,L,18,16,58:38
605,2014-12-29,MTL,CAR,@,Carey Price,W,29,28,60:00
606,2015-01-02,CAR,PHI,h,Cam Ward,W,24,23,60:00
607,2015-01-02,PHI,CAR,@,Steve Mason,L,26,24,58:08
608,2015-01-04,CAR,BOS,h,Anton Khudobin,W,20,19,65:00
609,2015-01-04,BOS,CAR,@,Tuukka Rask,O,36,35,65:00
610,2015-01-08,CAR,BUF,h,Cam Ward,W,20,18,60:00
611,2015-01-08,BUF,CAR,@,Jhonas Enroth,L,31,26,60:00
612,2015-01-13,CAR,COL,h,Anton Khudobin,W,30,28,65:00
613,2015-01-13,COL,CAR,@,Calvin Pickard,O,46,44,65:00
614,2015-01-16,CAR,VAN,h,Cam Ward,L,13,10,40:00
615,2015-01-16,VAN,CAR,@,Ryan Miller,W,28,28,59:48
616,2015-01-27,CAR,TBL,h,Anton Khudobin,W,30,28,60:00
617,2015-01-27,TBL,CAR,@,Ben Bishop,L,22,18,57:34
618,2015-01-30,CAR,STL,h,Cam Ward,O,29,29,61:35
619,2015-01-30,STL,CAR,@,Jake Allen,W,28,26,65:00
620,2015-02-12,CAR,ANA,h,Cam Ward,L,17,15,58:24
621,2015-02-12,ANA,CAR,@,John Gibson,W,36,35,60:00
622,2015-02-17,CAR,NYI,h,Anton Khudobin,L,29,26,59:28
623,2015-02-17,NYI,CAR,@,Chad Johnson,W,38,37,60:00
624,2015-02-20,CAR,TOR,h,Cam Ward,W,24,23,60:00
625,2015-02-20,TOR,CAR,@,James Reimer,L,26,24,59:07
626,2015-02-24,CAR,PHI,h,Cam Ward,W,24,23,60:00
627,2015-02-24,PHI,CAR,@,Rob Zepp,L,35,31,60:00
628,2015-02-27,CAR,WSH,h,Anton Khudobin,W,28,28,60:00
629,2015-02-27,WSH,CAR,@,Braden Holtby,L,37,35,56:55
630,2015-03-06,CAR,MIN,h,Anton Khudobin,L,19,16,59:44
631,2015-03-06,MIN,CAR,@,Devan Dubnyk,W,38,37,60:00
632,2015-03-08,CAR,EDM,h,Cam Ward,W,20,16,60:00
633,2015-03-08,EDM,CAR,@,Richard Bachman,L,34,28,58:54
634,2015-03-10,CAR,CBJ,h,Cam Ward,O,32,29,65:00
635,2015-03-10,CBJ,CAR,@,Sergei Bobrovsky,W,32,29,64:48
636,2015-03-12,CAR,DAL,h,Anton Khudobin,L,31,27,58:55
637,2015-03-12,DAL,CAR,@,Kari Lehtonen,W,18,15,60:00
638,2015-03-14,CAR,FLA,h,Cam Ward,L,21,20,57:28
639,2015-03-14,FLA,CAR,@,Dan Ellis,W,27,27,59:45
640,2015-03-17,CAR,OTT,h,Anton Khudobin,O,33,31,64:46
641,2015-03-17,OTT,CAR,@,Andrew Hammond,W,36,35,64:46
642,2015-03-21,CAR,NYR,h,Anton Khudobin,O,29,27,65:00
643,2015-03-21,NYR,CAR,@,Cam Talbot,W,30,28,65:00
644,2015-03-23,CAR,CHI,h,Anton Khudobin,L,24,22,59:08
645,2015-03-23,CHI,CAR,@,Corey Crawford,W,44,43,60:00
646,2015-03-26,CAR,PIT,h,Cam Ward,W,29,27,60:00
647,2015-03-26,PIT,CAR,@,Marc-Andre Fleury,L,28,23,59:59
648,2015-03-28,CAR,NJD,h,Cam Ward,W,22,21,60:00
649,2015-03-28,NJD,CAR,@,Keith Kinkaid,L,32,29,58:16
650,2015-03-29,CAR,BOS,h,Anton Khudobin,O,30,28,64:20
651,2015-03-29,BOS,CAR,@,Tuukka Rask,W,31,30,64:23
652,2015-04-04,CAR,PHI,h,Cam Ward,W,23,21,64:42
653,2015-04-04,PHI,CAR,@,Ray Emery,O,26,24,65:00
654,2015-04-11,CAR,DET,h,Cam Ward,L,28,27,58:20
655,2015-04-11,DET,CAR,@,Petr Mrazek,W,35,35,60:00
656,2014-10-11,CHI,BUF,h,Corey Crawford,W,23,21,59:40
657,2014-10-11,BUF,CHI,@,Jhonas Enroth,L,47,41,59:59
658,2014-10-15,CHI,CGY,h,Corey Crawford,O,18,16,64:30
659,2014-10-15,CGY,CHI,@,Jonas Hiller,W,50,49,64:35
660,2014-10-18,CHI,NSH,h,Corey Crawford,W,20,19,63:26
661,2014-10-18,NSH,CHI,@,Carter Hutton,O,37,35,63:26
662,2014-10-21,CHI,PHI,h,Antti Raanta,W,32,32,60:00
663,2014-10-21,PHI,CHI,@,Steve Mason,L,43,39,60:00
664,2014-10-26,CHI,OTT,h,Scott Darling,W,33,32,59:49
665,2014-10-26,OTT,CHI,@,Craig Anderson,L,45,43,59:28
666,2014-10-28,CHI,ANA,h,Scott Darling,L,25,24,57:25
667,2014-10-28,ANA,CHI,@,John Gibson,W,38,38,60:00
668,2014-11-02,CHI,WPG,h,Corey Crawford,L,27,26,58:47
669,2014-11-02,WPG,CHI,@,Michael Hutchinson,W,33,33,60:00
670,2014-11-07,CHI,WSH,h,Corey Crawford,L,24,21,58:27
671,2014-11-07,WSH,CHI,@,Braden Holtby,W,40,38,60:00
672,2014-11-09,CHI,SJS,h,Corey Crawford,W,34,32,60:00
673,2014-11-09,SJS,CHI,@,Antti Niemi,L,36,32,59:02
674,2014-11-11,CHI,TBL,h,Corey Crawford,W,27,25,65:00
675,2014-11-11,TBL,CHI,@,Ben Bishop,O,39,37,65:00
676,2014-11-16,CHI,DAL,h,Corey Crawford,W,24,22,59:58
677,2014-11-16,DAL,CHI,@,Kari Lehtonen,L,47,41,60:00
678,2014-12-03,CHI,STL,h,Antti Raanta,W,41,40,60:00
679,2014-12-03,STL,CHI,@,Jake Allen,L,33,29,59:50
680,2014-12-05,CHI,MTL,h,Antti Raanta,W,41,38,60:00
681,2014-12-05,MTL,CHI,@,Carey Price,L,36,32,59:38
682,2014-12-14,CHI,CGY,h,Antti Raanta,W,24,23,59:59
683,2014-12-14,CGY,CHI,@,Jonas Hiller,L,28,26,58:28
684,2014-12-16,CHI,MIN,h,Antti Raanta,W,29,26,59:39
685,2014-12-16,MIN,CHI,@,Niklas Backstrom,L,38,34,58:34
686,2014-12-21,CHI,TOR,h,Antti Raanta,W,31,31,60:00
687,2014-12-21,TOR,CHI,@,James Reimer,L,34,30,60:00
688,2014-12-23,CHI,WPG,h,Antti Raanta,,12,11,44:06
689,2014-12-23,WPG,CHI,@,Michael Hutchinson,W,39,38,60:00
690,2014-12-29,CHI,NSH,h,Corey Crawford,W,40,36,64:53
691,2014-12-29,NSH,CHI,@,Pekka Rinne,O,42,38,65:00
692,2015-01-04,CHI,DAL,h,Corey Crawford,W,34,30,61:05
693,2015-01-04,DAL,CHI,@,Kari Lehtonen,O,38,33,61:17
694,2015-01-06,CHI,COL,h,Corey Crawford,L,24,22,57:19
695,2015-01-06,COL,CHI,@,Semyon Varlamov,W,54,54,60:00
696,2015-01-11,CHI,MIN,h,Corey Crawford,W,37,36,60:00
697,2015-01-11,MIN,CHI,@,Niklas Backstrom,L,35,31,60:00
698,2015-01-16,CHI,WPG,h,Corey Crawford,L,34,31,59:20
699,2015-01-16,WPG,CHI,@,Michael Hutchinson,W,33,31,60:00
700,2015-01-18,CHI,DAL,h,Corey Crawford,L,33,28,58:13
701,2015-01-18,DAL,CHI,@,Kari Lehtonen,W,41,38,60:00
702,2015-01-20,CHI,ARI,h,Antti Raanta,W,36,35,59:41
703,2015-01-20,ARI,CHI,@,Mike Smith,L,51,45,60:00
704,2015-02-09,CHI,ARI,h,Antti Raanta,O,29,27,64:44
705,2015-02-09,ARI,CHI,@,Mike Smith,W,38,36,65:00
706,2015-02-11,CHI,VAN,h,Corey Crawford,O,36,31,59:37
707,2015-02-11,VAN,CHI,@,Eddie Lack,W,41,37,61:20
708,2015-02-13,CHI,NJD,h,Corey Crawford,W,26,25,60:00
709,2015-02-13,NJD,CHI,@,Cory Schneider,L,34,32,59:48
710,2015-02-15,CHI,PIT,h,Corey Crawford,W,37,36,64:12
711,2015-02-15,PIT,CHI,@,Marc-Andre Fleury,O,32,31,64:12
712,2015-02-18,CHI,DET,h,Corey Crawford,O,28,26,64:52
713,2015-02-18,DET,CHI,@,Jimmy Howard,W,34,32,65:00
714,2015-02-20,CHI,COL,h,Corey Crawford,L,30,26,59:34
715,2015-02-20,COL,CHI,@,Semyon Varlamov,W,28,27,60:00
716,2015-02-22,CHI,BOS,h,Corey Crawford,L,14,10,32:19
717,2015-02-22,BOS,CHI,@,Tuukka Rask,W,28,26,60:00
718,2015-02-24,CHI,FLA,h,Scott Darling,W,36,34,64:51
719,2015-02-24,FLA,CHI,@,Roberto Luongo,O,38,36,65:00
720,2015-03-02,CHI,CAR,h,Corey Crawford,W,29,27,60:00
721,2015-03-02,CAR,CHI,@,Cam Ward,L,18,14,40:00
722,2015-03-06,CHI,EDM,h,Corey Crawford,W,47,46,64:53
723,2015-03-06,EDM,CHI,@,Ben Scrivens,O,39,38,65:00
724,2015-03-08,CHI,NYR,h,Corey Crawford,O,36,35,60:32
725,2015-03-08,NYR,CHI,@,Cam Talbot,W,29,29,60:32
726,2015-03-17,CHI,NYI,h,Corey Crawford,W,39,38,60:00
727,2015-03-17,NYI,CHI,@,Michal Neuvirth,L,30,26,59:49
728,2015-03-27,CHI,CBJ,h,Scott Darling,,13,13,42:39
729,2015-03-27,CBJ,CHI,@,Sergei Bobrovsky,W,33,31,60:00
730,2015-03-30,CHI,LAK,h,Scott Darling,W,32,31,60:00
731,2015-03-30,LAK,CHI,@,Jonathan Quick,L,40,36,60:00
732,2015-04-02,CHI,VAN,h,Corey Crawford,W,36,35,60:00
733,2015-04-02,VAN,CHI,@,Eddie Lack,L,38,35,58:00
734,2015-04-05,CHI,STL,h,Corey Crawford,L,33,31,58:44
735,2015-04-05,STL,CHI,@,Jake Allen,W,39,38,60:00
736,2015-04-07,CHI,MIN,h,Corey Crawford,L,30,28,58:17
737,2015-04-07,MIN,CHI,@,Devan Dubnyk,W,33,32,60:00
738,2014-10-09,DAL,CHI,h,Kari Lehtonen,O,26,24,65:00
